name_gene_X chr_X start_X stop_X strand_X name_gene_Y chr_Y start_Y stop_Y strand_Y name_gene_conica chr_conica start_conica stop_conica strand_conica name_gene_vulgaris chr_vulgaris start_vulgaris stop_vulgaris strand_vulgaris gene_number synteny_Y synteny_con synteny_vulg strata
_chr12_001086.1 chrX 52511462 52515666 - _scaffold_12_000437.1 chrY 257406151 257410203 - Chr05-anno2.g66813.t1 Chr05 2809397 2812993 + Silene_vulgaris_scaffold_1_002881.1 scaffold_1 19218066 19222208 - 222 1 3 3 S2
_chr12_004145.1 chrX 53441251 53447428 + _scaffold_41_000130.1 chrY 227599488 227605234 - Chr05-anno1.g6508.t1 Chr05 2782939 2786845 - FUN_001693-T1 scaffold_1 19280953 19287336 + 223 2 3 3 S2
_chr12_001081.1 chrX 53452629 53456743 - _scaffold_41_000011.1 chrY 227595010 227598644 + Chr05-anno1.g6507.t1 Chr05 2777953 2781809 + Silene_vulgaris_scaffold_1_002876.1 scaffold_1 19287608 19292475 - 224 2 3 3 S2
_chr12_001054.1 chrX 59483584 59489012 - _scaffold_1_002476.1 chrY 113730375 113738926 + Chr05-long_reads1.PB.2258.1 Chr05 2693961 2700269 - Silene_vulgaris_scaffold_1_000719.1 scaffold_1 19451353 19456618 + 225 1 2 2 S2
_chr12_004171.1 chrX 59867856 59873066 + _scaffold_1_000811.1 chrY 285340043 285345617 - Sconica_v3_24206-RA Chr05 2710113 2715657 + Silene_vulgaris_scaffold_1_002873.1 scaffold_1 19392781 19397841 - 226 2 2 2 S2
_chr12_001052.1 chrX 60612967 60614472 - _scaffold_1_003421.1 chrY 285962662 285965095 + Sconica_v3_24186-RA Chr05 2582992 2587365 + Silene_vulgaris_scaffold_1_002864.1 scaffold_1 19879216 19883027 - 227 2 2 9 S2
_chr12_001044.1 chrX 60797852 60826906 - _scaffold_1_001640.1 chrY 117460076 117488332 - Sconica_v3_24179-RA Chr05 2544027 2572626 + Silene_vulgaris_scaffold_1_002861.1 scaffold_1 19894965 19922982 - 228 1 2 9 S2
_chr12_004190.1 chrX 63170074 63171104 + _scaffold_1_000172.1 chrY 391183866 391185364 - Chr05-anno1.g7921.t1 Chr05 16375459 16376148 + FUN_001770-T1 scaffold_1 20412843 20414280 - 229 1 1 9 S2
_chr12_004192.1 chrX 64102587 64108883 + _scaffold_12_000442.1 chrY 256664386 256673729 - NA 0 0 0 0 Silene_vulgaris_scaffold_1_000748.1 scaffold_1 20856829 20863401 + 230 1 1 9 S2
_chr12_001009.1 chrX 65605937 65610018 - _scaffold_1_002769.1 chrY 461114043 461118788 - Chr05-anno1.g7900.t1 Chr05 16195779 16198841 + Silene_vulgaris_scaffold_1_002841.1 scaffold_1 21050914 21054994 - 231 1 4 9 S2
_chr12_004200.1 chrX 65784348 65791179 + _scaffold_1_003706.1 chrY 336802604 336809763 + Sconica_v3_25833-RA Chr05 16179822 16186558 - Silene_vulgaris_scaffold_1_000752.1 scaffold_1 21151868 21158177 + 232 1 4 9 S2
_chr12_000983.1 chrX 69605689 69614731 - _scaffold_1_001139.1 chrY 59778995 59787770 + Sconica_v3_25775-RA Chr05 15598737 15606114 + Silene_vulgaris_scaffold_1_002808.1 scaffold_1 22218835 22227025 - 233 1 4 9 S2
_chr12_004244.1 chrX 72134901 72148668 + _scaffold_1_003800.1 chrY 352787474 352803595 + Chr05-long_reads1.PB.2424.2 Chr05 15310571 15322248 - Silene_vulgaris_scaffold_1_000802.1 scaffold_1 22808885 22821402 + 234 1 4 9 S2
_chr12_000927.1 chrX 80566118 80568152 - _scaffold_41_000004.1 chrY 227468284 227470009 + Sconica_v3_24078-RA Chr05 1832479 1834931 + Silene_vulgaris_scaffold_1_000817.1 scaffold_1 23701334 23703062 + 235 1 1 9 S2
_chr12_000914.1 chrX 82195883 82216071 - _scaffold_1_001913.1 chrY 159043003 159066620 + Sconica_v3_24148-RA Chr05 2356102 2372591 - Silene_vulgaris_scaffold_1_002733.1 scaffold_1 27144035 27157975 - 236 1 2 2 S2
_chr12_004278.1 chrX 83305591 83310750 + _scaffold_1_003935.1 chrY 385410918 385416236 + Chr05-anno1.g6467.t1 Chr05 2412128 2417301 + Silene_vulgaris_scaffold_1_000865.1 scaffold_1 27194352 27199185 + 237 1 2 2 S2
_chr12_004284.1 chrX 85445273 85446379 + _scaffold_12_000490.1 chrY 244900791 244902089 - Chr05-anno1.g8056.t1 Chr05 17838795 17839502 + FUN_002357-T1 scaffold_1 30158897 30159935 + 238 1 1 1 S2
_chr12_000896.1 chrX 90470174 90470883 - _scaffold_1_002305.1 chrY 143429711 143430324 - Chr05-anno1.g7985.t1 Chr05 17039772 17040521 - NA 0 0 0 0 239 1 1 1 S2
_chr12_004305.1 chrX 91511928 91518137 + _scaffold_1_001598.1 chrY 101426388 101431027 + FUN_002196-T1 Chr01 52888790 52894086 + FUN_002901-T1 scaffold_1 39149683 39155242 - 240 1 1 1 S2
_chr12_000892.1 chrX 92525214 92530757 - _scaffold_1_002156.1 chrY 170242326 170258141 - Sconica_v3_24167-RA Chr05 2463692 2469441 + Silene_vulgaris_scaffold_1_000871.1 scaffold_1 27367259 27372836 + 241 2 2 2 S2
_chr12_004315.1 chrX 93765402 93769164 + _scaffold_1_001982.1 chrY 170335568 170343277 + Sconica_v3_24166-RA Chr05 2458864 2462558 - Silene_vulgaris_scaffold_1_002726.1 scaffold_1 27362998 27366178 - 242 2 2 2 S2
_chr12_000887.1 chrX 95073118 95082957 - _scaffold_13_000038.1 chrY 199168835 199176853 - Sconica_v3_24132-RA Chr05 2242746 2250576 + Silene_vulgaris_scaffold_1_000861.1 scaffold_1 26360230 26371461 + 243 1 2 2 S2
_chr12_000880.1 chrX 96498368 96502841 - _scaffold_13_000055.1 chrY 194059111 194062877 - Sconica_v3_24140-RA Chr05 2284089 2288205 - Silene_vulgaris_scaffold_1_002746.1 scaffold_1 26464994 26468629 - 244 1 2 2 S2
_chr12_004362.1 chrX 103637894 103639492 + _scaffold_1_003509.1 chrY 304002947 304004521 + FUN_023194-T1 scaffold_4 60284128 60284482 + Silene_vulgaris_scaffold_1_002779.1 scaffold_1 24270331 24271974 - 245 2 1 11 S2
_chr12_000840.1 chrX 105332498 105337033 - _scaffold_1_003507.1 chrY 303683404 303685290 + Sconica_v3_24096-RA Chr05 1926472 1929951 - Silene_vulgaris_scaffold_1_002778.1 scaffold_1 24272773 24277649 - 246 2 7 11 S2
_chr12_000832.1 chrX 106642397 106648885 - _scaffold_1_002917.1 chrY 438002009 438016337 - Sconica_v3_24102-RA Chr05 1975882 1982065 - Silene_vulgaris_scaffold_1_002775.1 scaffold_1 24408985 24415459 - 247 1 7 11 S2
_chr12_004382.1 chrX 107367434 107385286 + _scaffold_1_000027.1 chrY 416422014 416445168 - Sconica_v3_24103-RA Chr05 1992108 2006344 + FUN_002070-T1 scaffold_1 24663708 24680856 + 248 1 7 11 S2
_chr12_000828.1 chrX 107792441 107798877 - _scaffold_1_002907.1 chrY 438916847 438932925 - Sconica_v3_24106-RA Chr05 2012109 2018192 - Silene_vulgaris_scaffold_1_002771.1 scaffold_1 24689335 24694629 - 249 1 7 11 S2
_chr12_000824.1 chrX 109004058 109005743 - _scaffold_13_000425.1 chrY 199735900 199742112 + Sconica_v3_24111-RA Chr05 2047356 2049076 - Silene_vulgaris_scaffold_1_002765.1 scaffold_1 25011041 25012780 - 250 1 7 11 S2
_chr12_000816.1 chrX 111589477 111592043 - _scaffold_13_000042.1 chrY 196348911 196351458 - Chr05-anno1.g6434.t1 Chr05 2091516 2093612 - Silene_vulgaris_scaffold_1_002764.1 scaffold_1 25322855 25325351 - 251 3 7 11 S2
_chr12_004389.1 chrX 111949127 111954300 + _scaffold_13_000418.1 chrY 196482089 196486504 + Chr05-anno1.g6436.t1 Chr05 2100604 2102451 + Silene_vulgaris_scaffold_1_000852.1 scaffold_1 25614698 25618829 + 252 3 7 11 S2
_chr12_004400.1 chrX 114048883 114056080 + _scaffold_13_000419.1 chrY 197947397 197955900 + FUN_023221-T1 scaffold_4 60634860 60635700 - FUN_002137-T1 scaffold_1 25925793 25931682 + 253 3 1 11 S2
_chr12_000813.1 chrX 114315658 114320413 - _scaffold_1_002688.1 chrY 69513164 69536913 - Sconica_v3_24126-RA Chr05 2175412 2179724 - Silene_vulgaris_scaffold_1_002755.1 scaffold_1 25953195 25957330 - 254 1 1 11 S2
_chr12_004405.1 chrX 115634111 115642451 + _scaffold_13_000037.1 chrY 199281148 199288644 - NA 0 0 0 0 Silene_vulgaris_scaffold_1_000860.1 scaffold_1 26335600 26343689 + 255 1 1 11 S2
_chr12_004418.1 chrX 120070702 120078728 + _scaffold_1_004082.1 chrY 404560408 404570560 + Chr05-anno1.g8010.t1 Chr05 17315322 17321372 - Silene_vulgaris_scaffold_1_002683.1 scaffold_1 29417916 29425560 - 256 1 1 1 S2
_chr12_004421.1 chrX 120983698 120990610 + _scaffold_1_001433.1 chrY 464280944 464284134 + NA 0 0 0 0 Silene_vulgaris_scaffold_1_000882.1 scaffold_1 28509024 28515406 + 257 1 1 2 S2
_chr12_000774.1 chrX 123315748 123318217 - _scaffold_1_001400.1 chrY 460863886 460865913 + Chr05-anno1.g8005.t1 Chr05 17270732 17272256 - Silene_vulgaris_scaffold_1_002689.1 scaffold_1 29055496 29057775 - 258 1 1 2 S2
_chr12_004455.1 chrX 128685495 128687085 + _scaffold_13_000253.1 chrY 213755651 213761992 - Sconica_v3_25893-RA Chr05 16816647 16818999 + NA 0 0 0 0 259 1 3 3 S2
_chr12_000754.1 chrX 128918970 128923058 - _scaffold_13_000062.1 chrY 191684223 191689165 - Chr05-anno2.g68434.t1 Chr05 16874923 16877949 - NA 0 0 0 0 260 1 3 3 S2
_chr12_004459.1 chrX 130454369 130467796 + _scaffold_1_000467.1 chrY 335783881 335790985 - Sconica_v3_25908-RA Chr05 16947954 16955892 + NA 0 0 0 0 261 1 3 3 S2
_chr12_004464.1 chrX 131379921 131382991 + _scaffold_1_003103.1 chrY 49601130 49604397 - Chr01-anno2.g46895.t1 Chr01 49157166 49159838 - Silene_vulgaris_scaffold_1_002541.1 scaffold_1 39478799 39482106 - 262 1 2 2 S2
_chr12_000752.1 chrX 131384807 131388148 - _scaffold_1_000279.1 chrY 374676914 374682181 - Chr01-anno1.g60762.t1 Chr01 49131522 49144534 + FUN_002930-T1 scaffold_1 39472884 39477295 + 263 1 2 2 S2
_chr12_000750.1 chrX 132774959 132785646 - _scaffold_1_001845.1 chrY 145247380 145257173 + NA 0 0 0 0 FUN_002875-T1 scaffold_1 38610654 38618468 - 264 1 1 1 S2
_chr12_004487.1 chrX 138277886 138280617 + _scaffold_1_002004.1 chrY 172115921 172117181 + Chr05-anno1.g6481.t1 Chr05 2499940 2506132 - Silene_vulgaris_scaffold_1_002721.1 scaffold_1 27529098 27535217 - 265 1 1 1 S2
_chr12_004490.1 chrX 142746103 142759639 + _scaffold_1_002752.1 chrY 463109444 463143045 - Chr01-anno2.g47224.t1 Chr01 54297490 54307975 - Silene_vulgaris_scaffold_1_002588.1 scaffold_1 36004929 36013728 - 266 1 1 1 S2
_chr12_004496.1 chrX 146790878 146794544 + _scaffold_1_001608.1 chrY 104565061 104568317 + NA 0 0 0 0 FUN_062034-T1 scaffold_15 13037820 13040198 - 267 1 1 1 S2
_chr12_004500.1 chrX 148250356 148258350 + _scaffold_1_003530.1 chrY 309438724 309444394 + Sconica_v3_24169-RA Chr05 2474696 2480777 + Silene_vulgaris_scaffold_1_000872.1 scaffold_1 27446306 27451895 + 268 2 2 2 S2
_chr12_000696.1 chrX 148295672 148301317 - _scaffold_1_000667.1 chrY 309476717 309483452 - Sconica_v3_24172-RA Chr05 2492161 2497475 - Silene_vulgaris_scaffold_1_002724.1 scaffold_1 27452254 27458140 - 269 2 2 2 S2
_chr12_000688.1 chrX 152118320 152120972 - _scaffold_1_001559.1 chrY 91720416 91722157 + FUN_002204-T1 scaffold_1 27189092 27190947 + Silene_vulgaris_scaffold_1_000996.1 scaffold_1 38190468 38192454 + 270 1 1 1 S2
_chr12_004510.1 chrX 153025064 153033686 + _scaffold_1_001718.1 chrY 129274019 129288502 + Chr01-anno2.g47153.t1 Chr01 53527747 53535526 + Silene_vulgaris_scaffold_1_001005.1 scaffold_1 38526655 38536188 + 271 1 1 1 S2
_chr12_004511.1 chrX 153568086 153574201 + _scaffold_1_003380.1 chrY 6129693 6145215 - Sconica_v3_26195-RA Chr05 20499651 20503810 + Silene_vulgaris_scaffold_1_000940.1 scaffold_1 32397961 32406034 + 272 2 2 2 S2
_chr12_004519.1 chrX 156650480 156662118 + _scaffold_1_003379.1 chrY 6292773 6303877 - Chr05-long_reads1.PB.2466.1 Chr05 20378660 20388766 - FUN_002497-T1 scaffold_1 32302048 32313656 + 273 2 2 2 S2
_chr12_004523.1 chrX 160514791 160518865 + _scaffold_1_000985.1 chrY 34340181 34343291 + NA 0 0 0 0 FUN_002655-T1 scaffold_1 35142146 35144865 + 274 1 1 1 S2
_chr12_000673.1 chrX 160767505 160775670 - _scaffold_1_000745.1 chrY 295417496 295430387 - Sconica_v3_26227-RA Chr05 20867166 20874077 - Silene_vulgaris_scaffold_1_002652.1 scaffold_1 31599886 31606225 - 275 1 1 1 S2
_chr12_001177.1 chrX 173716678 173721142 + _scaffold_1_001639.1 chrY 117729962 117733434 - Chr06-anno2.g56819.t1 Chr06 62052910 62062477 + Silene_vulgaris_scaffold_7_003165.1 scaffold_7 29400415 29411124 - 276 1 1 1 S2
_chr12_001184.1 chrX 176123313 176149057 + _scaffold_1_000681.1 chrY 305719994 305748748 - Chr05-long_reads1.PB.2447.2 Chr05 18415264 18434117 + Silene_vulgaris_scaffold_1_000923.1 scaffold_1 31409762 31426258 + 277 1 1 1 S2
_chr12_001191.1 chrX 179375024 179377213 + _scaffold_12_000431.1 chrY 259448373 259450729 - Sconica_v3_26221-RA Chr05 20813869 20816787 - FUN_002465-T1 scaffold_1 31704587 31706926 - 278 1 1 1 S2
_chr12_004002.1 chrX 184411161 184438003 - _scaffold_1_003033.1 chrY 60989152 61003110 - NA 0 0 0 0 Silene_vulgaris_scaffold_6_001021.1 scaffold_6 39003432 39013699 + 279 1 1 1 S2
_chr12_003991.1 chrX 185941089 185961153 - _scaffold_1_003630.1 chrY 320654854 320668088 + Sconica_v3_02193-RA Chr01 54610555 54622377 + Silene_vulgaris_scaffold_1_000956.1 scaffold_1 34842176 34853619 + 280 1 1 1 S2
_chr12_001219.1 chrX 187671100 187680844 + _scaffold_1_001399.1 chrY 460512435 460517926 + FUN_026252-T1 scaffold_5 9424353 9425519 + Silene_vulgaris_scaffold_6_000990.1 scaffold_6 35750895 35760572 + 281 1 1 1 S2
_chr12_001247.1 chrX 196574472 196578890 + _scaffold_1_002507.1 chrY 122367228 122379025 + Sconica_v3_27610-RA Chr05 48613688 48617721 + Silene_vulgaris_scaffold_6_001015.1 scaffold_6 37383710 37388139 + 282 2 1 2 S2
_chr12_003965.1 chrX 197412330 197422730 - _scaffold_1_001618.1 chrY 122976580 122986383 - NA 0 0 0 0 Silene_vulgaris_scaffold_6_003322.1 scaffold_6 37600910 37609944 - 283 2 1 2 S2
_chr12_001251.1 chrX 198013799 198020071 + _scaffold_1_002500.1 chrY 119610140 119614762 + Chr05-anno1.g10127.t1 Chr05 50343983 50347757 - Silene_vulgaris_scaffold_6_003325.1 scaffold_6 37047588 37053267 - 284 1 1 1 S2
_chr12_001258.1 chrX 210791612 210797353 + _scaffold_1_003250.1 chrY 23220192 23223000 - Chr01-anno1.g60364.t1 Chr01 40882684 40884059 + Silene_vulgaris_scaffold_1_000949.1 scaffold_1 33263146 33265861 + 285 1 1 1 S2
_chr12_001261.1 chrX 216120322 216124299 + _scaffold_1_002135.1 chrY 173854545 173858975 - Sconica_v3_27484-RA Chr05 44677559 44681109 + Silene_vulgaris_scaffold_6_000981.1 scaffold_6 35140660 35145463 + 286 1 1 3 S2
_chr12_003938.1 chrX 216598148 216601105 - _scaffold_1_000006.1 chrY 284222224 284227013 + Sconica_v3_27466-RA Chr05 44215493 44217943 - Silene_vulgaris_scaffold_6_003344.1 scaffold_6 34766428 34770094 - 287 2 2 3 S2
_chr12_001271.1 chrX 217544649 217558733 + _scaffold_1_000011.1 chrY 284467713 284490126 + Sconica_v3_27458-RA Chr05 44080392 44101250 - FUN_034353-T1 scaffold_6 34737138 34748778 - 288 2 2 3 S2
_chr12_001276.1 chrX 217728112 217728868 + _scaffold_16_000066.1 chrY 488587532 488591462 + NA 0 0 0 0 FUN_014327-T1 scaffold_3 23526194 23532526 - 289 1 1 1 S2
_chr12_001292.1 chrX 222902397 222906286 + _scaffold_1_001163.1 chrY 422255940 422265240 + Chr05-anno2.g70729.t1 Chr05 45733729 45735423 + Silene_vulgaris_scaffold_6_001004.1 scaffold_6 36879349 36884281 + 290 1 2 2 S2
_chr12_001293.1 chrX 223190579 223200629 + _scaffold_1_001623.1 chrY 121388314 121405271 - Sconica_v3_27547-RA Chr05 46409033 46418633 + Silene_vulgaris_scaffold_6_001005.1 scaffold_6 36918239 36928687 + 291 1 2 2 S2
_chr12_003922.1 chrX 225479068 225486142 - _scaffold_1_001272.1 chrY 440804878 440811693 + Sconica_v3_27178-RA Chr05 36767900 36777933 - Silene_vulgaris_scaffold_6_003420.1 scaffold_6 28932250 28937490 - 292 1 1 1 S2
_chr12_003919.1 chrX 226163360 226171676 - _scaffold_1_000319.1 chrY 367100521 367107611 - Chr05-anno1.g9422.t1 Chr05 36873266 36878629 - Silene_vulgaris_scaffold_2_002055.1 scaffold_2 93427283 93433831 - 293 1 1 1 S2
_chr12_001324.1 chrX 230838098 230844063 + _scaffold_41_000013.1 chrY 227920176 227926892 + Sconica_v3_02097-RA Chr01 52749115 52756704 + Silene_vulgaris_scaffold_1_001085.1 scaffold_1 45379103 45386331 + 294 1 1 3 S2
_chr12_003908.1 chrX 231613156 231615238 - _scaffold_1_000431.1 chrY 341997551 341999571 - FUN_001978-T1 scaffold_1 23320840 23321415 + Silene_vulgaris_scaffold_1_001063.1 scaffold_1 43506562 43508496 + 295 1 1 3 S2
_chr12_001327.1 chrX 233153176 233157261 + _scaffold_1_000541.1 chrY 322566240 322572130 - Sconica_v3_01894-RA Chr01 47692216 47701395 - Silene_vulgaris_scaffold_1_001038.1 scaffold_1 41273448 41277557 + 296 1 1 3 S2
_chr12_003895.1 chrX 236370634 236377201 - _scaffold_12_000174.1 chrY 267749003 267758554 + FUN_024948-T1 Chr05 20606996 20614667 - Silene_vulgaris_scaffold_1_000943.1 scaffold_1 32766628 32770158 + 297 1 1 1 S2
_chr12_001339.1 chrX 239066425 239071979 + _scaffold_1_000867.1 chrY 11237286 11242812 + Sconica_v3_27193-RA Chr05 37198809 37202647 - Silene_vulgaris_scaffold_6_003416.1 scaffold_6 29238079 29243228 - 298 2 2 2 S2
_chr12_003885.1 chrX 239141547 239150118 - _scaffold_1_003338.1 chrY 11410509 11428273 - Sconica_v3_27190-RA Chr05 37170500 37178505 + Silene_vulgaris_scaffold_6_000908.1 scaffold_6 29115085 29123037 + 299 2 2 2 S2
_chr12_003882.1 chrX 239968288 239971117 - _scaffold_1_000827.1 chrY 5052773 5055708 + Sconica_v3_27213-RA Chr05 37745127 37747990 - Silene_vulgaris_scaffold_6_003407.1 scaffold_6 29824970 29827789 - 300 2 2 2 S2
_chr12_003880.1 chrX 240976103 240977983 - _scaffold_1_000823.1 chrY 4422051 4423033 + Chr05-anno1.g9490.t1 Chr05 38106658 38107551 - Silene_vulgaris_scaffold_6_003404.1 scaffold_6 29954047 29957747 - 301 2 2 2 S2
_chr12_001358.1 chrX 242801834 242805270 + _scaffold_1_003860.1 chrY 367073599 367076763 + Chr05-anno1.g9421.t1 Chr05 36869960 36871661 + Silene_vulgaris_scaffold_6_003418.1 scaffold_6 29071753 29075430 - 302 1 1 1 S2
_chr12_003872.1 chrX 243747948 243758448 - _scaffold_1_000737.1 chrY 296447916 296448935 - Sconica_v3_01931-RA Chr01 48731711 48751806 + Silene_vulgaris_scaffold_1_002539.1 scaffold_1 39502699 39513363 - 303 1 1 1 S2
_chr12_001361.1 chrX 244110837 244118538 + _scaffold_1_002129.1 chrY 174799239 174805194 - Chr05-anno1.g9744.t1 Chr05 42367999 42374251 - FUN_034202-T1 scaffold_6 32551544 32557070 - 304 1 1 1 S2
_chr12_003867.1 chrX 247109545 247119068 - _scaffold_1_001764.1 chrY 136681316 136691943 + FUN_026123-T1 scaffold_5 7707021 7714623 - Silene_vulgaris_scaffold_6_003356.1 scaffold_6 33364012 33374139 - 305 1 1 1 S2
_chr12_003860.1 chrX 249364116 249367178 - _scaffold_13_000131.1 chrY 207670981 207673484 + Sconica_v3_27257-RA Chr05 38654470 38657024 + Silene_vulgaris_scaffold_6_000928.1 scaffold_6 30230725 30233363 + 306 2 7 5 S2
_chr12_003859.1 chrX 249938006 249940119 - _scaffold_13_000130.1 chrY 207536858 207538754 + Sconica_v3_27263-RA Chr05 38719142 38721034 - Silene_vulgaris_scaffold_6_003396.1 scaffold_6 30303821 30305707 - 307 2 7 5 S2
_chr12_001382.1 chrX 251751150 251762547 + _scaffold_1_003945.1 chrY 387504946 387514597 + Chr05-anno1.g9575.t1 Chr05 39439891 39447509 + Silene_vulgaris_scaffold_6_000931.1 scaffold_6 31581439 31589475 + 308 1 7 5 S2
_chr12_003845.1 chrX 253624393 253633492 - _scaffold_1_001613.1 chrY 105834496 105837108 + Sconica_v3_27300-RA Chr05 39803130 39819437 - Silene_vulgaris_scaffold_6_003379.1 scaffold_6 31700296 31709465 - 309 1 7 5 S2
_chr12_003844.1 chrX 254207529 254221077 - _scaffold_1_001652.1 chrY 115175166 115187485 - Sconica_v3_27309-RA Chr05 39888204 39900027 - Silene_vulgaris_scaffold_6_003378.1 scaffold_6 31813330 31825382 - 310 1 7 5 S2
_chr12_001402.1 chrX 256645397 256650614 + _scaffold_1_001397.1 chrY 460215681 460230815 + Chr05-anno1.g9684.t1 Chr05 41227435 41232498 + Silene_vulgaris_scaffold_6_003360.1 scaffold_6 33181312 33186960 - 311 2 7 2 S2
_chr12_003829.1 chrX 257016404 257036313 - _scaffold_1_001391.1 chrY 459670698 459699340 + Chr05-anno1.g9695.t1 Chr05 41399440 41426451 - FUN_034244-T1 scaffold_6 33160359 33180349 + 312 2 7 2 S2
_chr12_001406.1 chrX 258065218 258068889 + _scaffold_1_002020.1 chrY 175184862 175188345 + Chr05-long_reads1.PB.2562.1 Chr05 42210213 42212930 - Silene_vulgaris_scaffold_6_000948.1 scaffold_6 32577468 32580872 + 313 1 1 3 S2
_chr12_001408.1 chrX 259061600 259067917 + _scaffold_1_000047.1 chrY 412585625 412591717 - NA 0 0 0 0 Silene_vulgaris_scaffold_6_000953.1 scaffold_6 32751169 32757286 + 314 2 1 3 S2
_chr12_003815.1 chrX 259891967 259899635 - _scaffold_1_000050.1 chrY 411957104 411962850 - Chr05-anno1.g9703.t1 Chr05 41532869 41537981 + Silene_vulgaris_scaffold_6_003365.1 scaffold_6 32833534 32840093 - 315 2 1 3 S2
_chr12_001411.1 chrX 261563266 261574840 + _scaffold_1_003056.1 chrY 56442299 56453611 - Sconica_v3_27482-RA Chr05 44558039 44569984 + Silene_vulgaris_scaffold_6_003334.1 scaffold_6 35391155 35401470 - 316 1 1 1 S2
_chr12_001433.1 chrX 263245007 263251158 + _scaffold_13_000254.1 chrY 213616042 213621956 - Sconica_v3_27043-RA Chr05 34368031 34374851 - Silene_vulgaris_scaffold_6_000784.1 scaffold_6 22405376 22411282 + 317 2 5 6 S2
_chr12_001434.1 chrX 263253529 263262349 + _scaffold_13_000255.1 chrY 213487477 213502749 - Chr05-anno2.g69941.t1 Chr05 34241662 34263237 - Silene_vulgaris_scaffold_6_000785.1 scaffold_6 22414350 22430930 + 318 2 5 6 S2
_chr12_001449.1 chrX 264694658 264706894 + _scaffold_1_002765.1 chrY 462392148 462413177 - Sconica_v3_27016-RA Chr05 33836210 33847847 - Silene_vulgaris_scaffold_6_000796.1 scaffold_6 22794822 22811432 + 319 1 5 6 S2
_chr12_003798.1 chrX 265870600 265881631 - _scaffold_1_002748.1 chrY 463523485 463533768 - Chr05-long_reads1.PB.2531.3 Chr05 33569898 33579251 + Silene_vulgaris_scaffold_6_003485.1 scaffold_6 23041562 23051337 - 320 1 5 6 S2
_chr12_003789.1 chrX 267284614 267286961 - _scaffold_1_001176.1 chrY 425743306 425753376 + Chr05-anno1.g9187.t1 Chr05 33367609 33369877 + Silene_vulgaris_scaffold_6_003478.1 scaffold_6 23504374 23508011 - 321 1 5 6 S2
_chr12_003764.1 chrX 272060847 272085380 - _scaffold_1_001603.1 chrY 103366743 103392803 + Sconica_v3_04958-RA Chr01 93964655 93996966 - Silene_vulgaris_scaffold_6_003459.1 scaffold_6 25190500 25214197 - 322 1 3 6 S2
_chr12_003762.1 chrX 272480905 272491662 - _scaffold_1_003362.1 chrY 7640590 7653038 - Sconica_v3_04962-RA Chr01 94015507 94026053 - Silene_vulgaris_scaffold_6_000782.1 scaffold_6 22300195 22322983 + 323 3 3 1 S2
_chr12_001477.1 chrX 272495612 272498119 + _scaffold_1_000858.1 chrY 8399641 8401233 + Chr01-anno1.g64107.t1 Chr01 94039203 94040249 + Silene_vulgaris_scaffold_6_003495.1 scaffold_6 22262986 22268477 - 324 3 3 2 S2
_chr12_003761.1 chrX 272497825 272500200 - _scaffold_1_003352.1 chrY 8403183 8405088 - FUN_004912-T1 scaffold_1 75576094 75578263 - Silene_vulgaris_scaffold_6_000780.1 scaffold_6 22264306 22266340 + 325 3 1 2 S2
_chr12_003754.1 chrX 274279666 274285104 - _scaffold_1_003861.1 chrY 367561030 367566131 + Sconica_v3_05016-RA Chr01 94698255 94703382 + Silene_vulgaris_scaffold_6_003560.1 scaffold_6 19759065 19763941 - 326 1 1 9 S2
_chr12_003751.1 chrX 274770190 274771257 - _scaffold_41_000034.1 chrY 231456139 231457152 + FUN_004959-T1 scaffold_1 76123974 76134744 - FUN_033469-T1 scaffold_6 19987106 19990581 - 327 1 1 9 S2
_chr12_001501.1 chrX 274947123 274952562 + _scaffold_1_000106.1 chrY 401566370 401568393 - Sconica_v3_05012-RA Chr01 94627783 94632367 - FUN_033477-T1 scaffold_6 20140400 20145344 + 328 2 7 9 S2
_chr12_003748.1 chrX 274953092 274959363 - _scaffold_1_000103.1 chrY 401687427 401693252 - Sconica_v3_05011-RA Chr01 94622740 94627650 + Silene_vulgaris_scaffold_6_003552.1 scaffold_6 20147939 20153626 - 329 2 7 9 S2
_chr12_001503.1 chrX 276672441 276676692 + _scaffold_1_001649.1 chrY 115462020 115466713 - Sconica_v3_04998-RA Chr01 94537056 94538415 + Silene_vulgaris_scaffold_6_003528.1 scaffold_6 20661450 20664760 - 330 1 7 9 S2
_chr12_001509.1 chrX 277549816 277570695 + _scaffold_1_002734.1 chrY 63495080 63516183 - Sconica_v3_04989-RA Chr01 94409881 94425141 - Silene_vulgaris_scaffold_6_000744.1 scaffold_6 20951004 20966755 + 331 1 7 9 S2
_chr12_003717.1 chrX 278306681 278320287 - _scaffold_1_001481.1 chrY 72192376 72204634 + Sconica_v3_04988-RA Chr01 94397923 94407330 + FUN_033526-T1 scaffold_6 20967879 20974433 - 332 1 7 9 S2
_chr12_001526.1 chrX 280470431 280471252 + _scaffold_12_000189.1 chrY 271935412 271936085 + Chr01-anno1.g64120.t1 Chr01 94228057 94228515 + Silene_vulgaris_scaffold_6_003505.1 scaffold_6 21798538 21799262 - 333 2 7 9 S2
