X_transcriptName	tissue	sRNA24_exp	strata	Allele
_chr12_000298.1	leaves	0.093741131459599	stratum 2	"(X+X)/2
Female"
_chr12_000300.1	flowers	0.054077396644681	stratum 2	"(X+X)/2
Female"
_chr12_000300.1	leaves	0.096552814460169	stratum 2	"(X+X)/2
Female"
_chr12_000301.1	flowers	0.0504596023932095	stratum 2	"(X+X)/2
Female"
_chr12_000301.1	leaves	0.0414998990634656	stratum 2	"(X+X)/2
Female"
_chr12_000306.1	flowers	0.0439899193094632	stratum 2	"(X+X)/2
Female"
_chr12_000306.1	leaves	0.0470436980927831	stratum 2	"(X+X)/2
Female"
_chr12_000321.1	flowers	0.043122347353217	stratum 2	"(X+X)/2
Female"
_chr12_000321.1	leaves	0.0419719504800784	stratum 2	"(X+X)/2
Female"
_chr12_000333.1	flowers	0.0154642191551416	stratum 2	"(X+X)/2
Female"
_chr12_000333.1	leaves	0.0201312415275457	stratum 2	"(X+X)/2
Female"
_chr12_000334.1	flowers	0.0310957332706159	stratum 2	"(X+X)/2
Female"
_chr12_000334.1	leaves	0.0256736195187215	stratum 2	"(X+X)/2
Female"
_chr12_003991.1	flowers	0.0301250453319841	stratum 2	"(X+X)/2
Female"
_chr12_003991.1	leaves	0.0421968755471388	stratum 2	"(X+X)/2
Female"
_chr12_004711.1	flowers	0.0507836272786095	stratum 2	"(X+X)/2
Female"
_chr12_004711.1	leaves	0.064249957589468	stratum 2	"(X+X)/2
Female"
_chr12_000426.1	flowers	0.0133463933475847	stratum 2	"(X+X)/2
Female"
_chr12_000426.1	leaves	0.0169157870388987	stratum 2	"(X+X)/2
Female"
_chr12_004639.1	flowers	0.0443523846318937	stratum 2	"(X+X)/2
Female"
_chr12_004639.1	leaves	0.071109009405178	stratum 2	"(X+X)/2
Female"
_chr12_004926.1	flowers	0.00815498951280735	stratum 2	"(X+X)/2
Female"
_chr12_004926.1	leaves	0.0199299478124184	stratum 2	"(X+X)/2
Female"
_chr12_004200.1	flowers	0.19304837882596	stratum 2	"(X+X)/2
Female"
_chr12_004200.1	leaves	0.591568417653785	stratum 2	"(X+X)/2
Female"
_chr12_004998.1	flowers	0.0056191205455995	stratum 1	"(X+X)/2
Female"
_chr12_004998.1	leaves	0.0143105535780539	stratum 1	"(X+X)/2
Female"
_chr12_000390.1	flowers	0.0067668417715589	stratum 2	"(X+X)/2
Female"
_chr12_000390.1	leaves	0.0359226558152979	stratum 2	"(X+X)/2
Female"
_chr12_004244.1	flowers	0.0109389725159724	stratum 2	"(X+X)/2
Female"
_chr12_004244.1	leaves	0.0207883428082996	stratum 2	"(X+X)/2
Female"
_chr12_001614.1	flowers	0.0181830192074812	stratum 3	"(X+X)/2
Female"
_chr12_001614.1	leaves	0.0202463527612745	stratum 3	"(X+X)/2
Female"
_chr12_000353.1	flowers	0.0234984800070985	stratum 2	"(X+X)/2
Female"
_chr12_000353.1	leaves	0.0341008539495748	stratum 2	"(X+X)/2
Female"
_chr12_000354.1	flowers	0.0264707617987066	stratum 2	"(X+X)/2
Female"
_chr12_000354.1	leaves	0.070104168903874	stratum 2	"(X+X)/2
Female"
_chr12_001358.1	flowers	0.0874589586569185	stratum 2	"(X+X)/2
Female"
_chr12_001358.1	leaves	0.105593707821682	stratum 2	"(X+X)/2
Female"
_chr12_003754.1	flowers	0.18660737726733	stratum 3	"(X+X)/2
Female"
_chr12_003754.1	leaves	0.190171049134151	stratum 3	"(X+X)/2
Female"
_chr12_004053.1	flowers	0.0646678593140755	stratum 2	"(X+X)/2
Female"
_chr12_004053.1	leaves	0.0645470741401865	stratum 2	"(X+X)/2
Female"
_chr12_005095.1	flowers	0.0092299307274132	stratum 1	"(X+X)/2
Female"
_chr12_005095.1	leaves	0.0146079277795595	stratum 1	"(X+X)/2
Female"
_chr12_001604.1	flowers	0.0184419886112142	stratum 3	"(X+X)/2
Female"
_chr12_001604.1	leaves	0.0519438014759935	stratum 3	"(X+X)/2
Female"
_chr12_000381.1	flowers	0.0490825960902082	stratum 2	"(X+X)/2
Female"
_chr12_000381.1	leaves	0.0417561991004072	stratum 2	"(X+X)/2
Female"
_chr12_001588.1	flowers	0.0137839655820703	stratum 3	"(X+X)/2
Female"
_chr12_001588.1	leaves	0.0104242961259027	stratum 3	"(X+X)/2
Female"
_chr12_000598.1	flowers	0.0145111529187309	stratum 2	"(X+X)/2
Female"
_chr12_000598.1	leaves	0.0106350417059095	stratum 2	"(X+X)/2
Female"
_chr12_004278.1	flowers	0.264557695920348	stratum 2	"(X+X)/2
Female"
_chr12_004278.1	leaves	0.533785031483425	stratum 2	"(X+X)/2
Female"
_chr12_001382.1	flowers	0.0332054990204552	stratum 2	"(X+X)/2
Female"
_chr12_001382.1	leaves	0.0447397191943339	stratum 2	"(X+X)/2
Female"
_chr12_004614.1	flowers	0.032051631688368	stratum 2	"(X+X)/2
Female"
_chr12_004614.1	leaves	0.063254435378567	stratum 2	"(X+X)/2
Female"
_chr12_004719.1	flowers	0.0126714256841591	stratum 2	"(X+X)/2
Female"
_chr12_004719.1	leaves	0.04190276901965	stratum 2	"(X+X)/2
Female"
_chr12_004047.1	flowers	0.0660152815978215	stratum 2	"(X+X)/2
Female"
_chr12_004047.1	leaves	0.0524113719586	stratum 2	"(X+X)/2
Female"
_chr12_004795.1	flowers	0.0857244561859845	stratum 2	"(X+X)/2
Female"
_chr12_004795.1	leaves	0.146966768500591	stratum 2	"(X+X)/2
Female"
_chr12_003084.1	flowers	0.0361242307778325	stratum 3	"(X+X)/2
Female"
_chr12_003084.1	leaves	0.0428352697045287	stratum 3	"(X+X)/2
Female"
_chr12_005031.1	flowers	0.06593996990766	stratum 1	"(X+X)/2
Female"
_chr12_005031.1	leaves	0.0913999547824835	stratum 1	"(X+X)/2
Female"
_chr12_000215.1	flowers	0.0139322916669282	stratum 2	"(X+X)/2
Female"
_chr12_000215.1	leaves	0.00777251490430255	stratum 2	"(X+X)/2
Female"
_chr12_004418.1	flowers	0.0412641853300919	stratum 2	"(X+X)/2
Female"
_chr12_004418.1	leaves	0.077926971816456	stratum 2	"(X+X)/2
Female"
_chr12_004598.1	flowers	0.0160005729244957	stratum 2	"(X+X)/2
Female"
_chr12_004598.1	leaves	0.0326903506409457	stratum 2	"(X+X)/2
Female"
_chr12_005083.1	flowers	0.0122952519943059	stratum 1	"(X+X)/2
Female"
_chr12_005083.1	leaves	0.0174485172364294	stratum 1	"(X+X)/2
Female"
_chr12_005070.1	flowers	0.0249375124685298	stratum 1	"(X+X)/2
Female"
_chr12_005070.1	leaves	0.0438825336257363	stratum 1	"(X+X)/2
Female"
_chr12_000927.1	flowers	0.0125612999839107	stratum 2	"(X+X)/2
Female"
_chr12_000927.1	leaves	0.0212700834118189	stratum 2	"(X+X)/2
Female"
_chr12_001081.1	flowers	0.105918631707533	stratum 2	"(X+X)/2
Female"
_chr12_001081.1	leaves	0.102591971290461	stratum 2	"(X+X)/2
Female"
_chr12_001324.1	flowers	0.0351580555431528	stratum 2	"(X+X)/2
Female"
_chr12_001324.1	leaves	0.0381868957697602	stratum 2	"(X+X)/2
Female"
_chr12_000541.1	flowers	0.0352019762804607	stratum 2	"(X+X)/2
Female"
_chr12_000541.1	leaves	0.0223640985207568	stratum 2	"(X+X)/2
Female"
_chr12_003751.1	flowers	0.170957980739893	stratum 3	"(X+X)/2
Female"
_chr12_003751.1	leaves	0.181965283781917	stratum 3	"(X+X)/2
Female"
_chr12_000137.1	flowers	0.0198779896188465	stratum 1	"(X+X)/2
Female"
_chr12_000137.1	leaves	0.050043417754357	stratum 1	"(X+X)/2
Female"
_chr12_001695.1	flowers	0.240512307965365	stratum 3	"(X+X)/2
Female"
_chr12_001695.1	leaves	0.250047297398032	stratum 3	"(X+X)/2
Female"
_chr12_003508.1	flowers	0.0136878122011198	stratum 3	"(X+X)/2
Female"
_chr12_003508.1	leaves	0.0190247815057056	stratum 3	"(X+X)/2
Female"
_chr12_000136.1	flowers	0.128304279546551	stratum 1	"(X+X)/2
Female"
_chr12_000136.1	leaves	0.07505543973924	stratum 1	"(X+X)/2
Female"
_chr12_004145.1	flowers	0.058349442698789	stratum 2	"(X+X)/2
Female"
_chr12_004145.1	leaves	0.06975315791879	stratum 2	"(X+X)/2
Female"
_chr12_000033.1	flowers	0.071117970151392	stratum 1	"(X+X)/2
Female"
_chr12_000033.1	leaves	0.084144618453678	stratum 1	"(X+X)/2
Female"
_chr12_003487.1	flowers	0.093081154472327	stratum 3	X Male
_chr12_003487.1	leaves	0.11183166003661	stratum 3	X Male
_chr12_003488.1	flowers	0.0423271027777158	stratum 3	X Male
_chr12_003488.1	leaves	0.0642467409091104	stratum 3	X Male
_chr12_001716.1	flowers	0.0358988741599141	stratum 3	X Male
_chr12_001716.1	leaves	0.0275621550023528	stratum 3	X Male
_chr12_001717.1	flowers	0.0648888152425658	stratum 3	X Male
_chr12_001717.1	leaves	0.115585734966642	stratum 3	X Male
_chr12_001148.1	flowers	0.0623981607850798	stratum 2	X Male
_chr12_001148.1	leaves	0.0655197339005083	stratum 2	X Male
_chr12_000172.1	flowers	0.157499625244913	stratum 2	X Male
_chr12_000172.1	leaves	0.202635399163903	stratum 2	X Male
_chr12_004948.1	flowers	0.0588950145804255	stratum 2	X Male
_chr12_004948.1	leaves	0.0757493465850529	stratum 2	X Male
_chr12_004949.1	flowers	0.0828457770596887	stratum 2	X Male
_chr12_004949.1	leaves	0.231346856894946	stratum 2	X Male
_chr12_003895.1	flowers	0.0358939986759647	stratum 2	X Male
_chr12_003895.1	leaves	0.0302352808189944	stratum 2	X Male
_chr12_004687.1	flowers	0.0847616573690457	stratum 2	X Male
_chr12_004687.1	leaves	0.156843138490621	stratum 2	X Male
_chr12_004954.1	flowers	0.05138790312504	stratum 2	X Male
_chr12_004954.1	leaves	0.0144726881259932	stratum 2	X Male
_chr12_001531.1	flowers	0.022826344277566	stratum 3	X Male
_chr12_001531.1	leaves	0.0593574735283495	stratum 3	X Male
_chr12_004662.1	flowers	0.0274879348806388	stratum 2	X Male
_chr12_004662.1	leaves	0.0227517049558901	stratum 2	X Male
_chr12_003517.1	flowers	0.0870908168880274	stratum 3	X Male
_chr12_003517.1	leaves	0.0848405660403038	stratum 3	X Male
_chr12_001121.1	flowers	0.0770039883540001	stratum 2	X Male
_chr12_001121.1	leaves	0.0288979636465088	stratum 2	X Male
_chr12_003512.1	flowers	0.0323203084867513	stratum 3	X Male
_chr12_003512.1	leaves	0.0421890480687099	stratum 3	X Male
_chr12_005009.1	flowers	0.177506512559134	stratum 1	X Male
_chr12_005009.1	leaves	0.116608441111523	stratum 1	X Male
_chr12_000170.1	flowers	0.100557366724665	stratum 2	X Male
_chr12_000170.1	leaves	0.0786475479455702	stratum 2	X Male
_chr12_000034.1	flowers	0.0271344580788379	stratum 1	X Male
_chr12_000034.1	leaves	0.0785475989355291	stratum 1	X Male
_chr12_001086.1	flowers	0.028208590608713	stratum 2	X Male
_chr12_001086.1	leaves	0	stratum 2	X Male
_chr12_004192.1	flowers	0.0777732321122032	stratum 2	X Male
_chr12_004192.1	leaves	0.185205638558841	stratum 2	X Male
_chr12_003480.1	flowers	0.0139881909097449	stratum 3	X Male
_chr12_003480.1	leaves	0.0262856948786328	stratum 3	X Male
_chr12_003486.1	flowers	0.0283518565989391	stratum 3	X Male
_chr12_003486.1	leaves	0.0675763820438523	stratum 3	X Male
_chr12_001709.1	flowers	0.0141374679885312	stratum 3	X Male
_chr12_001709.1	leaves	0.0641004499827801	stratum 3	X Male
_chr12_001710.1	flowers	0.165860033863281	stratum 3	X Male
_chr12_001710.1	leaves	0.134989067314506	stratum 3	X Male
_chr12_001711.1	flowers	0.0449460957329941	stratum 3	X Male
_chr12_001711.1	leaves	0.0187651869003233	stratum 3	X Male
_chr12_001713.1	flowers	0.0860798989026295	stratum 3	X Male
_chr12_001713.1	leaves	0.0251499606868211	stratum 3	X Male
_chr12_004768.1	flowers	0.116441539320446	stratum 2	X Male
_chr12_004768.1	leaves	0.0787837609953156	stratum 2	X Male
_chr12_000342.1	flowers	0.0462142934625488	stratum 2	X Male
_chr12_000342.1	leaves	0.0645557029684242	stratum 2	X Male
_chr12_004817.1	flowers	0.0824950070000717	stratum 2	X Male
_chr12_004817.1	leaves	0.0640046864288944	stratum 2	X Male
_chr12_004405.1	flowers	0.0843717144137657	stratum 2	X Male
_chr12_004405.1	leaves	0.150360395019981	stratum 2	X Male
_chr12_000887.1	flowers	0.0413811483603623	stratum 2	X Male
_chr12_000887.1	leaves	0.0694823292505363	stratum 2	X Male
_chr12_000816.1	flowers	0	stratum 2	X Male
_chr12_000816.1	leaves	0	stratum 2	X Male
_chr12_000880.1	flowers	0.0902124895906244	stratum 2	X Male
_chr12_000880.1	leaves	0.0885894088052948	stratum 2	X Male
_chr12_000754.1	flowers	0.0139384318834827	stratum 2	X Male
_chr12_000754.1	leaves	0.0187651869003233	stratum 2	X Male
_chr12_004699.1	flowers	0.0883801798087631	stratum 2	X Male
_chr12_004699.1	leaves	0.169144406580108	stratum 2	X Male
_chr12_004706.1	flowers	0.317367883841815	stratum 2	X Male
_chr12_004706.1	leaves	0.346308305876842	stratum 2	X Male
_chr12_003859.1	flowers	0.292195732563555	stratum 2	X Male
_chr12_003859.1	leaves	0.216932702990914	stratum 2	X Male
_chr12_003860.1	flowers	0.0140711226201817	stratum 2	X Male
_chr12_003860.1	leaves	0.0758390165196338	stratum 2	X Male
_chr12_004975.1	flowers	0.029998106464524	stratum 1	X Male
_chr12_004975.1	leaves	0.0705206693826302	stratum 1	X Male
_chr12_004977.1	flowers	0.0212327682599885	stratum 1	X Male
_chr12_004977.1	leaves	0.0162581275599032	stratum 1	X Male
_chr12_001612.1	flowers	0.0798936269162427	stratum 3	X Male
_chr12_001612.1	leaves	0.088768184819153	stratum 3	X Male
_chr12_004455.1	flowers	0.0896136148276915	stratum 2	X Male
_chr12_004455.1	leaves	0.0828751508284821	stratum 2	X Male
_chr12_001433.1	flowers	0.0638860104744765	stratum 2	X Male
_chr12_001433.1	leaves	0.302521732042715	stratum 2	X Male
_chr12_001434.1	flowers	0.0632720140836665	stratum 2	X Male
_chr12_001434.1	leaves	0.0974851796418578	stratum 2	X Male
_chr12_000624.1	flowers	0.0175225579068777	stratum 2	X Male
_chr12_000624.1	leaves	0	stratum 2	X Male
_chr12_003591.1	flowers	0.0296837707897945	stratum 3	X Male
_chr12_003591.1	leaves	0.022578045603206	stratum 3	X Male
_chr12_003592.1	flowers	0.0302138086112963	stratum 3	X Male
_chr12_003592.1	leaves	0.0189597541299084	stratum 3	X Male
_chr12_001154.1	flowers	0.0826679654356932	stratum 2	X Male
_chr12_001154.1	leaves	0.177536791602785	stratum 2	X Male
_chr12_001599.1	flowers	0.0270249921076776	stratum 3	X Male
_chr12_001599.1	leaves	0.0940432243422345	stratum 3	X Male
_chr12_003516.1	flowers	0.014037949936007	stratum 3	X Male
_chr12_003516.1	leaves	0.0242684852862828	stratum 3	X Male
_chr12_000471.1	flowers	0.0441240242415416	stratum 2	X Male
_chr12_000471.1	leaves	0.0314611692850776	stratum 2	X Male
_chr12_000482.1	flowers	0.0735408358781065	stratum 2	X Male
_chr12_000482.1	leaves	0.102494785352207	stratum 2	X Male
_chr12_000483.1	flowers	0.0494503177299325	stratum 2	X Male
_chr12_000483.1	leaves	0.0634193575290378	stratum 2	X Male
_chr12_004925.1	flowers	0.0943346128216146	stratum 2	X Male
_chr12_004925.1	leaves	0.0760223338358433	stratum 2	X Male
_chr12_004389.1	flowers	0.0328294411897428	stratum 2	X Male
_chr12_004389.1	leaves	0.058334536097825	stratum 2	X Male
_chr12_004400.1	flowers	0.05435553353455	stratum 2	X Male
_chr12_004400.1	leaves	0.0738047283162078	stratum 2	X Male
_chr12_000469.1	flowers	0.0561059632853344	stratum 2	X Male
_chr12_000469.1	leaves	0.0699485558125317	stratum 2	X Male
_chr12_003938.1	flowers	0.0378551885753961	stratum 2	X Male
_chr12_003938.1	leaves	0.0538836843570565	stratum 2	X Male
_chr12_001408.1	flowers	0.0446633513744755	stratum 2	X Male
_chr12_001408.1	leaves	0.17293412256614	stratum 2	X Male
_chr12_003815.1	flowers	0.049005241273508	stratum 2	X Male
_chr12_003815.1	leaves	0.0456809056405464	stratum 2	X Male
_chr12_000158.1	flowers	0.0201679491114663	stratum 2	X Male
_chr12_000158.1	leaves	0.0375303738006465	stratum 2	X Male
_chr12_000072.1	flowers	0.0389833961185349	stratum 1	X Male
_chr12_000072.1	leaves	0.0497309701028806	stratum 1	X Male
_chr12_000580.1	flowers	0.0658616044613679	stratum 2	X Male
_chr12_000580.1	leaves	0.0621982852765879	stratum 2	X Male
_chr12_004944.1	flowers	0.0796323327849551	stratum 2	X Male
_chr12_004944.1	leaves	0.0562955607009698	stratum 2	X Male
_chr12_004824.1	flowers	0.199078100403633	stratum 2	X Male
_chr12_004824.1	leaves	0.164174959417861	stratum 2	X Male
_chr12_004934.1	flowers	0.0459073729332332	stratum 2	X Male
_chr12_004934.1	leaves	0.0404682175402037	stratum 2	X Male
_chr12_003748.1	flowers	0.0264712083748481	stratum 3	X Male
_chr12_003748.1	leaves	0.0279108681148625	stratum 3	X Male
_chr12_004744.1	flowers	0.423901712946451	stratum 2	X Male
_chr12_004744.1	leaves	0.365654646492394	stratum 2	X Male
_chr12_000071.1	flowers	0.129330358059843	stratum 1	X Male
_chr12_000071.1	leaves	0.19346755543869	stratum 1	X Male
_chr12_000379.1	flowers	0.0291810932234509	stratum 2	X Male
_chr12_000379.1	leaves	0	stratum 2	X Male
_chr12_004674.1	flowers	0.0755761644177762	stratum 2	X Male
_chr12_004674.1	leaves	0.271810959369674	stratum 2	X Male
_chr12_001587.1	flowers	0.0480031913465781	stratum 3	X Male
_chr12_001587.1	leaves	0.0762319870574526	stratum 3	X Male
_chr12_004190.1	flowers	0.0139384318834827	stratum 2	X Male
_chr12_004190.1	leaves	0	stratum 2	X Male
_chr12_000093.1	flowers	0.0645421264702299	stratum 1	X Male
_chr12_000093.1	leaves	0.104830848426313	stratum 1	X Male
_chr12_000192.1	flowers	0.0505779739849102	stratum 2	X Male
_chr12_000192.1	leaves	0.106619208075011	stratum 2	X Male
_chr12_003603.1	flowers	0.0653023932818672	stratum 3	X Male
_chr12_003603.1	leaves	0.139534630313238	stratum 3	X Male
_chr12_000752.1	flowers	0.166756071608193	stratum 2	X Male
_chr12_000752.1	leaves	0.256342438238288	stratum 2	X Male
_chr12_003919.1	flowers	0.130858206082851	stratum 2	X Male
_chr12_003919.1	leaves	0.142728682473137	stratum 2	X Male
_chr12_004808.1	flowers	0.0315776645247285	stratum 2	X Male
_chr12_004808.1	leaves	0.0565771479227385	stratum 2	X Male
_chr12_003594.1	flowers	0.0525703386694542	stratum 3	X Male
_chr12_003594.1	leaves	0.0393463674377903	stratum 3	X Male
_chr12_003595.1	flowers	0	stratum 3	X Male
_chr12_003595.1	leaves	0.0388361731631091	stratum 3	X Male
_chr12_004773.1	flowers	0.124861700326862	stratum 2	X Male
_chr12_004773.1	leaves	0.217771756731139	stratum 2	X Male
_chr12_004775.1	flowers	0.0285160882662422	stratum 2	X Male
_chr12_004775.1	leaves	0.0701599419644242	stratum 2	X Male
_chr12_000380.1	flowers	0.145772955199974	stratum 2	X Male
_chr12_000380.1	leaves	0.137360347283206	stratum 2	X Male
_chr12_003908.1	flowers	0.0176084732378199	stratum 2	X Male
_chr12_003908.1	leaves	0	stratum 2	X Male
_chr12_000901.1	flowers	0.0348576596058694	stratum 2	X Male
_chr12_000901.1	leaves	0.0500154934293042	stratum 2	X Male
_chr12_004459.1	flowers	0.0632416148619811	stratum 2	X Male
_chr12_004459.1	leaves	0.049379189732194	stratum 2	X Male
_chr12_000107.1	flowers	0.133249176866262	stratum 1	X Male
_chr12_000107.1	leaves	0.10811494952788	stratum 1	X Male
_chr12_004801.1	flowers	0.097256603468469	stratum 2	X Male
_chr12_004801.1	leaves	0.0240579068594562	stratum 2	X Male
_chr12_001327.1	flowers	0.0770725469934314	stratum 2	X Male
_chr12_001327.1	leaves	0.075907539646921	stratum 2	X Male
_chr12_004854.1	flowers	0.0319423297633958	stratum 2	X Male
_chr12_004854.1	leaves	0.0552795671730428	stratum 2	X Male
_chr12_004855.1	flowers	0.049791573786261	stratum 2	X Male
_chr12_004855.1	leaves	0.0550442523500895	stratum 2	X Male
_chr12_004858.1	flowers	0.153923304814345	stratum 2	X Male
_chr12_004858.1	leaves	0.179475623621939	stratum 2	X Male
_chr12_004859.1	flowers	0.0282749359770625	stratum 2	X Male
_chr12_004859.1	leaves	0.0187651869003233	stratum 2	X Male
_chr12_004860.1	flowers	0.0984240300329218	stratum 2	X Male
_chr12_004860.1	leaves	0.0346196698334605	stratum 2	X Male
_chr12_004861.1	flowers	0.0940979502117903	stratum 2	X Male
_chr12_004861.1	leaves	0.14940111055089	stratum 2	X Male
_chr12_004863.1	flowers	0.105221755675701	stratum 2	X Male
_chr12_004863.1	leaves	0.187030298482271	stratum 2	X Male
_chr12_004864.1	flowers	0.0493006930567577	stratum 2	X Male
_chr12_004864.1	leaves	0.166952969419921	stratum 2	X Male
_chr12_004866.1	flowers	0.0835974557907644	stratum 2	X Male
_chr12_004866.1	leaves	0.112416685048453	stratum 2	X Male
_chr12_004869.1	flowers	0	stratum 2	X Male
_chr12_004869.1	leaves	0	stratum 2	X Male
_chr12_004871.1	flowers	0.128113903233243	stratum 2	X Male
_chr12_004871.1	leaves	0.116752910741766	stratum 2	X Male
_chr12_004872.1	flowers	0.10451659204954	stratum 2	X Male
_chr12_004872.1	leaves	0.0554367826143935	stratum 2	X Male
_chr12_004873.1	flowers	0.0743623678444168	stratum 2	X Male
_chr12_004873.1	leaves	0.11037175768429	stratum 2	X Male
_chr12_004875.1	flowers	0.0505169850866213	stratum 2	X Male
_chr12_004875.1	leaves	0.198648341901265	stratum 2	X Male
_chr12_004876.1	flowers	0.0195950031879842	stratum 2	X Male
_chr12_004876.1	leaves	0	stratum 2	X Male
_chr12_004880.1	flowers	0.0435683229867877	stratum 2	X Male
_chr12_004880.1	leaves	0.085699467264044	stratum 2	X Male
_chr12_004883.1	flowers	0.0225214868018517	stratum 2	X Male
_chr12_004883.1	leaves	0.0523430572105209	stratum 2	X Male
_chr12_004884.1	flowers	0.0185845758446436	stratum 2	X Male
_chr12_004884.1	leaves	0.0611430419704882	stratum 2	X Male
_chr12_005003.1	flowers	0.0748978756318004	stratum 1	X Male
_chr12_005003.1	leaves	0.0351409728161584	stratum 1	X Male
_chr12_000696.1	flowers	0.0712900926154627	stratum 2	X Male
_chr12_000696.1	leaves	0.0722350661262995	stratum 2	X Male
_chr12_001184.1	flowers	0.0564593279546694	stratum 2	X Male
_chr12_001184.1	leaves	0.0864666425770586	stratum 2	X Male
_chr12_004593.1	flowers	0.0224123913527385	stratum 2	X Male
_chr12_004593.1	leaves	0.0397771755363341	stratum 2	X Male
_chr12_000199.1	flowers	0.0817297164071386	stratum 2	X Male
_chr12_000199.1	leaves	0.159001409668916	stratum 2	X Male
_chr12_000200.1	flowers	0.0431789122344277	stratum 2	X Male
_chr12_000200.1	leaves	0.0436274813310672	stratum 2	X Male
_chr12_004928.1	flowers	0.0387337125731211	stratum 2	X Male
_chr12_004928.1	leaves	0.0376185467211874	stratum 2	X Male
_chr12_000673.1	flowers	0.0168662355882577	stratum 2	X Male
_chr12_000673.1	leaves	0.0333704389788219	stratum 2	X Male
_chr12_004171.1	flowers	0.158621166083277	stratum 2	X Male
_chr12_004171.1	leaves	0.192528727932871	stratum 2	X Male
_chr12_000145.1	flowers	0.0388806350908429	stratum 1	X Male
_chr12_000145.1	leaves	0.0629732990455001	stratum 1	X Male
_chr12_003880.1	flowers	0.330165443573187	stratum 2	X Male
_chr12_003880.1	leaves	0.343190457856782	stratum 2	X Male
_chr12_003882.1	flowers	0.0286281662211141	stratum 2	X Male
_chr12_003882.1	leaves	0.0288910539122414	stratum 2	X Male
_chr12_001733.1	flowers	0.0955764305618426	stratum 3	X Male
_chr12_001733.1	leaves	0.0850641178442993	stratum 3	X Male
_chr12_001477.1	flowers	0.217364884574346	stratum 3	X Male
_chr12_001477.1	leaves	0.577045655078164	stratum 3	X Male
_chr12_001339.1	flowers	0.0242206099440904	stratum 2	X Male
_chr12_001339.1	leaves	0.0650325102396126	stratum 2	X Male
_chr12_004972.1	flowers	0.0410142859354778	stratum 1	X Male
_chr12_004972.1	leaves	0.0575365043202373	stratum 1	X Male
_chr12_001651.1	flowers	0.0191514939426758	stratum 3	X Male
_chr12_001651.1	leaves	0.107418424304686	stratum 3	X Male
_chr12_001666.1	flowers	0.0495250202165867	stratum 3	X Male
_chr12_001666.1	leaves	0.0895905748532647	stratum 3	X Male
_chr12_001581.1	flowers	0.0295164221513555	stratum 3	X Male
_chr12_001581.1	leaves	0.0667079355007442	stratum 3	X Male
_chr12_003618.1	flowers	0.0956729210088254	stratum 3	X Male
_chr12_003618.1	leaves	0.0748305012798558	stratum 3	X Male
_chr12_001575.1	flowers	0.123688987262266	stratum 3	X Male
_chr12_001575.1	leaves	0.208435216170305	stratum 3	X Male
_chr12_003616.1	flowers	0.14090605913008	stratum 3	X Male
_chr12_003616.1	leaves	0.193230783039324	stratum 3	X Male
_chr12_005034.1	flowers	0.0245912919011433	stratum 1	X Male
_chr12_005034.1	leaves	0.0562955607009698	stratum 1	X Male
_chr12_004523.1	flowers	0.139024618845492	stratum 2	X Male
_chr12_004523.1	leaves	0.129216526663409	stratum 2	X Male
_chr12_000349.1	flowers	0.0810764302906099	stratum 2	X Male
_chr12_000349.1	leaves	0.165464958947318	stratum 2	X Male
_chr12_003632.1	flowers	0.101145957043966	stratum 3	X Male
_chr12_003632.1	leaves	0.233649930766327	stratum 3	X Male
_chr12_003557.1	flowers	0.0141374679885312	stratum 3	X Male
_chr12_003557.1	leaves	0.0187651869003233	stratum 3	X Male
_chr12_001728.1	flowers	0.0890838369199424	stratum 3	X Male
_chr12_001728.1	leaves	0.138254036768653	stratum 3	X Male
_chr12_000983.1	flowers	0.0689176295180953	stratum 2	X Male
_chr12_000983.1	leaves	0.0788676029334489	stratum 2	X Male
_chr12_000269.1	flowers	0.014037949936007	stratum 2	X Male
_chr12_000269.1	leaves	0.0126398360866056	stratum 2	X Male
_chr12_001292.1	flowers	0.0403222001236746	stratum 2	X Male
_chr12_001292.1	leaves	0.0802854157142704	stratum 2	X Male
_chr12_003789.1	flowers	0.0252515744924856	stratum 2	X Male
_chr12_003789.1	leaves	0.0325162551198063	stratum 2	X Male
_chr12_001109.1	flowers	0.0391444357718838	stratum 2	X Male
_chr12_001109.1	leaves	0.0570107781952781	stratum 2	X Male
_chr12_001102.1	flowers	0.0997591688014731	stratum 2	X Male
_chr12_001102.1	leaves	0.0630700385200864	stratum 2	X Male
_chr12_001103.1	flowers	0.0141374679885312	stratum 2	X Male
_chr12_001103.1	leaves	0.0126398360866056	stratum 2	X Male
_chr12_000339.1	flowers	0.0404666161708687	stratum 2	X Male
_chr12_000339.1	leaves	0.0551630056043933	stratum 2	X Male
_chr12_003922.1	flowers	0.133769204141311	stratum 2	X Male
_chr12_003922.1	leaves	0.112103392156433	stratum 2	X Male
_chr12_004577.1	flowers	0.0495015351781586	stratum 2	X Male
_chr12_004577.1	leaves	0.114781035065076	stratum 2	X Male
_chr12_000444.1	flowers	0.0218560476006958	stratum 2	X Male
_chr12_000444.1	leaves	0.0252796721732113	stratum 2	X Male
_chr12_000179.1	flowers	0.0462822572321377	stratum 2	X Male
_chr12_000179.1	leaves	0.0587718082571506	stratum 2	X Male
_chr12_004947.1	flowers	0.0255118631929388	stratum 2	X Male
_chr12_004947.1	leaves	0.0236093288468405	stratum 2	X Male
_chr12_000011.1	flowers	0.0389425856651009	stratum 1	X Male
