Y_GeneName	Y_transcriptName	X_GeneName	X_transcriptName	startX	scaffY	startY	pos_new	invert	strata	strata_low	strata_uppp	chr.x	min.x	max.x	strand.x	gene_RPM.x	SBGE.x	sRNA24_exp.x	chr.y	min.y	max.y	strand.y	gene_RPM.y	SBGE.y	sRNA24_exp.y	tissue	sex	total_gene_expression	total_sRNA24_exp	Y_over_X_gene_expression	Y_over_X_sRNA24
_scaffold_1_001835	_scaffold_1_001835.1	_chr12_003450	_chr12_003450.1	315862591	scaffold_12-1	369412435	315862591	non_inv	stratum 3	strata3	strata3	chr12	315862591	315868676	-	2.9264675	unbiased	0.167307037534595	scaffold_12-1	369412435	369418312	+	1.3235325	unbiased	0.220814957554556	leaves	Male	4.25	0.388121995089151	0.452262839071338	1.31981870463098
_scaffold_1_001845	_scaffold_1_001845.1	_chr12_000750	_chr12_000750.1	71875286	scaffold_12-1	371839059	71875286	""	stratum 2	strata3	strata2	chr12	71875286	71885973	+	1586	female-biased	0.0453334984393496	scaffold_12-1	371839059	371848852	+	0	male-biased	0	flowers	Female	1586	0.0453334984393496		
_scaffold_1_001845	_scaffold_1_001845.1	_chr12_000750	_chr12_000750.1	71875286	scaffold_12-1	371839059	71875286	""	stratum 2	strata3	strata2	chr12	71875286	71885973	+	506.7075	female-biased	0.0543116084900548	scaffold_12-1	371839059	371848852	+	30.0843	male-biased	0.363011407849256	flowers	Male	536.7918	0.417323016339311	0.0593721229703527	6.68386405671871
_scaffold_1_001845	_scaffold_1_001845.1	_chr12_000750	_chr12_000750.1	71875286	scaffold_12-1	371839059	71875286	""	stratum 2	strata3	strata2	chr12	71875286	71885973	+	441.5	female-biased	0.0811298894075296	scaffold_12-1	371839059	371848852	+	0	male-biased	0	leaves	Female	441.5	0.0811298894075296		
_scaffold_1_001845	_scaffold_1_001845.1	_chr12_000750	_chr12_000750.1	71875286	scaffold_12-1	371839059	71875286	""	stratum 2	strata3	strata2	chr12	71875286	71885973	+	205.8955	female-biased	0.0567121294321849	scaffold_12-1	371839059	371848852	+	42.983975	male-biased	0.510878060407228	leaves	Male	248.879475	0.567590189839413	0.208765975944108	9.00826799350084
_scaffold_1_001853	_scaffold_1_001853.1	_chr12_004701	_chr12_004701.1	15161963	scaffold_12-1	377068933	15161963	non_inv	stratum 2	strata2	strata2	chr12	15161963	15165923	-	3534.5	unbiased	0.244665515252511	scaffold_12-1	377068933	377083491	+	0	male-biased	0	flowers	Female	3534.5	0.244665515252511		
_scaffold_1_001853	_scaffold_1_001853.1	_chr12_004701	_chr12_004701.1	15161963	scaffold_12-1	377068933	15161963	non_inv	stratum 2	strata2	strata2	chr12	15161963	15165923	-	1791.15475	unbiased	0.0418307372175342	scaffold_12-1	377068933	377083491	+	2261.845	male-biased	0.0473766996698702	flowers	Male	4052.99975	0.0892074368874044	1.262785920647	1.13258103541171
_scaffold_1_001853	_scaffold_1_001853.1	_chr12_004701	_chr12_004701.1	15161963	scaffold_12-1	377068933	15161963	non_inv	stratum 2	strata2	strata2	chr12	15161963	15165923	-	1159.5	female-biased	0.259462778613366	scaffold_12-1	377068933	377083491	+	0	male-biased	0	leaves	Female	1159.5	0.259462778613366		
_scaffold_1_001853	_scaffold_1_001853.1	_chr12_004701	_chr12_004701.1	15161963	scaffold_12-1	377068933	15161963	non_inv	stratum 2	strata2	strata2	chr12	15161963	15165923	-	418.98625	female-biased	0.0293463144887816	scaffold_12-1	377068933	377083491	+	455.51375	male-biased	0.0905090102163519	leaves	Male	874.5	0.119855324705134	1.08718066523663	3.0841695726716
_scaffold_1_001854	_scaffold_1_001854.1	_chr12_004702	_chr12_004702.1	15159147	scaffold_12-1	377126624	15159147	non_inv	stratum 2	strata2	strata2	chr12	15159147	15160814	-	2343.75	female-biased	0.0163099790256147	scaffold_12-1	377126624	377128351	+	0	male-biased	0	flowers	Female	2343.75	0.0163099790256147		
_scaffold_1_001854	_scaffold_1_001854.1	_chr12_004702	_chr12_004702.1	15159147	scaffold_12-1	377126624	15159147	non_inv	stratum 2	strata2	strata2	chr12	15159147	15160814	-	446.47275	female-biased	0.0325978282601519	scaffold_12-1	377126624	377128351	+	440.02725	male-biased	0.190062114674021	flowers	Male	886.5	0.222659942934173	0.985563508635185	5.83051463297498
_scaffold_1_001854	_scaffold_1_001854.1	_chr12_004702	_chr12_004702.1	15159147	scaffold_12-1	377126624	15159147	non_inv	stratum 2	strata2	strata2	chr12	15159147	15160814	-	176.5	female-biased	0.045390500156954	scaffold_12-1	377126624	377128351	+	0	male-biased	0	leaves	Female	176.5	0.045390500156954		
_scaffold_1_001854	_scaffold_1_001854.1	_chr12_004702	_chr12_004702.1	15159147	scaffold_12-1	377126624	15159147	non_inv	stratum 2	strata2	strata2	chr12	15159147	15160814	-	31	female-biased	0	scaffold_12-1	377126624	377128351	+	24.25	male-biased	0.256242598219571	leaves	Male	55.25	0.256242598219571	0.782258064516129	Inf
_scaffold_1_001855	_scaffold_1_001855.1	_chr12_004703	_chr12_004703.1	15109440	scaffold_12-1	377403419	15109440	non_inv	stratum 2	strata2	strata2	chr12	15109440	15112230	-	0	unbiased	0.0331568536170833	scaffold_12-1	377403419	377406203	+	0	unbiased	0	flowers	Female	0	0.0331568536170833		
_scaffold_1_001855	_scaffold_1_001855.1	_chr12_004703	_chr12_004703.1	15109440	scaffold_12-1	377403419	15109440	non_inv	stratum 2	strata2	strata2	chr12	15109440	15112230	-	0.25	unbiased	0.0264254921179858	scaffold_12-1	377403419	377406203	+	1.75	unbiased	0.0218546075201754	flowers	Male	2	0.0482800996381612	7	0.827027456010957
_scaffold_1_001855	_scaffold_1_001855.1	_chr12_004703	_chr12_004703.1	15109440	scaffold_12-1	377403419	15109440	non_inv	stratum 2	strata2	strata2	chr12	15109440	15112230	-	0.75	unbiased	0.0272871692094272	scaffold_12-1	377403419	377406203	+	0	unbiased	0	leaves	Female	0.75	0.0272871692094272		
_scaffold_1_001855	_scaffold_1_001855.1	_chr12_004703	_chr12_004703.1	15109440	scaffold_12-1	377403419	15109440	non_inv	stratum 2	strata2	strata2	chr12	15109440	15112230	-	0.75	unbiased	0.023831575273416	scaffold_12-1	377403419	377406203	+	0	unbiased	0.0569436384427849	leaves	Male	0.75	0.0807752137162009	0	2.38941982598629
_scaffold_1_001860	_scaffold_1_001860.1	_chr12_004705	_chr12_004705.1	15052497	scaffold_12-1	377950498	15052497	non_inv	stratum 2	strata2	strata2	chr12	15052497	15055396	-	0	unbiased	0.0394896853548976	scaffold_12-1	377950498	377953400	+	0	unbiased	0	flowers	Female	0	0.0394896853548976		
_scaffold_1_001860	_scaffold_1_001860.1	_chr12_004705	_chr12_004705.1	15052497	scaffold_12-1	377950498	15052497	non_inv	stratum 2	strata2	strata2	chr12	15052497	15055396	-	0	unbiased	0.0520836784384039	scaffold_12-1	377950498	377953400	+	0.25	unbiased	0.0651943055362774	flowers	Male	0.25	0.117277983974681	Inf	1.25172237236236
_scaffold_1_001860	_scaffold_1_001860.1	_chr12_004705	_chr12_004705.1	15052497	scaffold_12-1	377950498	15052497	non_inv	stratum 2	strata2	strata2	chr12	15052497	15055396	-	1.5	unbiased	0.0477378585533324	scaffold_12-1	377950498	377953400	+	0	unbiased	0	leaves	Female	1.5	0.0477378585533324		
_scaffold_1_001860	_scaffold_1_001860.1	_chr12_004705	_chr12_004705.1	15052497	scaffold_12-1	377950498	15052497	non_inv	stratum 2	strata2	strata2	chr12	15052497	15055396	-	1.25	unbiased	0.0566164185727519	scaffold_12-1	377950498	377953400	+	1.5	unbiased	0.104834425185645	leaves	Male	2.75	0.161450843758397	1.2	1.85166119349166
_scaffold_1_001878	_scaffold_1_001878.1	_chr12_000216	_chr12_000216.1	5924775	scaffold_12-1	380686296	5924775	non_inv	stratum 2	strata2	strata2	chr12	5924775	5930686	+	1109.5	female-biased	0.0934207764183241	scaffold_12-1	380686296	380692699	+	0	male-biased	0	flowers	Female	1109.5	0.0934207764183241		
_scaffold_1_001878	_scaffold_1_001878.1	_chr12_000216	_chr12_000216.1	5924775	scaffold_12-1	380686296	5924775	non_inv	stratum 2	strata2	strata2	chr12	5924775	5930686	+	372.11175	female-biased	0.0372982245128799	scaffold_12-1	380686296	380692699	+	103.388225	male-biased	0.0569310969992346	flowers	Male	475.499975	0.0942293215121145	0.277841871427065	1.52637552437851
_scaffold_1_001878	_scaffold_1_001878.1	_chr12_000216	_chr12_000216.1	5924775	scaffold_12-1	380686296	5924775	non_inv	stratum 2	strata2	strata2	chr12	5924775	5930686	+	5891.25	female-biased	0.114079972418713	scaffold_12-1	380686296	380692699	+	0	male-biased	0	leaves	Female	5891.25	0.114079972418713		
_scaffold_1_001878	_scaffold_1_001878.1	_chr12_000216	_chr12_000216.1	5924775	scaffold_12-1	380686296	5924775	non_inv	stratum 2	strata2	strata2	chr12	5924775	5930686	+	2265.6275	female-biased	0.0670310133653749	scaffold_12-1	380686296	380692699	+	356.124	male-biased	0.0812219681956289	leaves	Male	2621.7515	0.148252981561004	0.157185592071071	1.21170729961819
_scaffold_1_001881	_scaffold_1_001881.1	_chr12_000177	_chr12_000177.1	5205753	scaffold_12-1	381466667	5205753	non_inv	stratum 2	strata2	strata2	chr12	5205753	5212849	+	1601.5	unbiased	0.0441442218807267	scaffold_12-1	381466667	381473605	+	0	male-biased	0	flowers	Female	1601.5	0.0441442218807267		
_scaffold_1_001881	_scaffold_1_001881.1	_chr12_000177	_chr12_000177.1	5205753	scaffold_12-1	381466667	5205753	non_inv	stratum 2	strata2	strata2	chr12	5205753	5212849	+	604.446	unbiased	0.0858021366534814	scaffold_12-1	381466667	381473605	+	704.30175	male-biased	0.0306041288173427	flowers	Male	1308.74775	0.116406265470824	1.16520210242106	0.35668259569036
_scaffold_1_001881	_scaffold_1_001881.1	_chr12_000177	_chr12_000177.1	5205753	scaffold_12-1	381466667	5205753	non_inv	stratum 2	strata2	strata2	chr12	5205753	5212849	+	673	unbiased	0.109426265014352	scaffold_12-1	381466667	381473605	+	0	male-biased	0	leaves	Female	673	0.109426265014352		
_scaffold_1_001881	_scaffold_1_001881.1	_chr12_000177	_chr12_000177.1	5205753	scaffold_12-1	381466667	5205753	non_inv	stratum 2	strata2	strata2	chr12	5205753	5212849	+	314.4455	unbiased	0.0464905634924652	scaffold_12-1	381466667	381473605	+	389.49	male-biased	0.197032097011754	leaves	Male	703.9355	0.243522660504219	1.23865661935057	4.23810946158326
_scaffold_1_001890	_scaffold_1_001890.1	_chr12_001637	_chr12_001637.1	302405227	scaffold_12-1	383108020	302405227	non_inv	stratum 3	strata3	strata3	chr12	302405227	302412629	+	22.75	unbiased	0.0790098642897564	scaffold_12-1	383108020	383112613	+	0	unbiased	0	flowers	Female	22.75	0.0790098642897564		
_scaffold_1_001890	_scaffold_1_001890.1	_chr12_001637	_chr12_001637.1	302405227	scaffold_12-1	383108020	302405227	non_inv	stratum 3	strata3	strata3	chr12	302405227	302412629	+	13.3850175	unbiased	0.0472289006027986	scaffold_12-1	383108020	383112613	+	2.6149825	unbiased	0.059460490819159	flowers	Male	16	0.106689391421958	0.195366386334571	1.25898528359213
_scaffold_1_001890	_scaffold_1_001890.1	_chr12_001637	_chr12_001637.1	302405227	scaffold_12-1	383108020	302405227	non_inv	stratum 3	strata3	strata3	chr12	302405227	302412629	+	29.25	unbiased	0.0738103535613246	scaffold_12-1	383108020	383112613	+	0	unbiased	0	leaves	Female	29.25	0.0738103535613246		
_scaffold_1_001890	_scaffold_1_001890.1	_chr12_001637	_chr12_001637.1	302405227	scaffold_12-1	383108020	302405227	non_inv	stratum 3	strata3	strata3	chr12	302405227	302412629	+	14.5	unbiased	0.0842786740594557	scaffold_12-1	383108020	383112613	+	1	unbiased	0.0998907545338002	leaves	Male	15.5	0.184169428593256	0.0689655172413793	1.18524354646741
_scaffold_1_001913	_scaffold_1_001913.1	_chr12_000914	_chr12_000914.1	122444861	scaffold_12-1	385634682	110891768	inverted	stratum 2	strata3	strata2	chr12	122444861	122465049	+	2830.25	unbiased	0.0423508607329932	scaffold_12-1	385634682	385658299	+	0	male-biased	0	flowers	Female	2830.25	0.0423508607329932		
_scaffold_1_001913	_scaffold_1_001913.1	_chr12_000914	_chr12_000914.1	122444861	scaffold_12-1	385634682	110891768	inverted	stratum 2	strata3	strata2	chr12	122444861	122465049	+	1051.831	unbiased	0.0530596540236469	scaffold_12-1	385634682	385658299	+	943.08375	male-biased	0.0791387063618649	flowers	Male	1994.91475	0.132198360385512	0.896611480361389	1.49150437970431
_scaffold_1_001913	_scaffold_1_001913.1	_chr12_000914	_chr12_000914.1	122444861	scaffold_12-1	385634682	110891768	inverted	stratum 2	strata3	strata2	chr12	122444861	122465049	+	769.5	female-biased	0.0441520173827172	scaffold_12-1	385634682	385658299	+	0	male-biased	0	leaves	Female	769.5	0.0441520173827172		
_scaffold_1_001913	_scaffold_1_001913.1	_chr12_000914	_chr12_000914.1	122444861	scaffold_12-1	385634682	110891768	inverted	stratum 2	strata3	strata2	chr12	122444861	122465049	+	284.1655	female-biased	0.0450645845876436	scaffold_12-1	385634682	385658299	+	220.0845	male-biased	0.0514938307294916	leaves	Male	504.25	0.0965584153171352	0.774494088832036	1.14266737840097
_scaffold_1_001919	_scaffold_1_001919.1	_chr12_000867	_chr12_000867.1	106449962	scaffold_12-1	387721124	135046201	inverted	stratum 2	strata3	strata2	chr12	106449962	106454822	+	1007.75	unbiased	0.0323623747908377	scaffold_12-1	387721124	387728768	+	0	male-biased	0	flowers	Female	1007.75	0.0323623747908377		
_scaffold_1_001919	_scaffold_1_001919.1	_chr12_000867	_chr12_000867.1	106449962	scaffold_12-1	387721124	135046201	inverted	stratum 2	strata3	strata2	chr12	106449962	106454822	+	415.65375	unbiased	0.0431641761553014	scaffold_12-1	387721124	387728768	+	212.09625	male-biased	0.0550591817464718	flowers	Male	627.75	0.0982233579017732	0.510271469943432	1.27557587450234
_scaffold_1_001919	_scaffold_1_001919.1	_chr12_000867	_chr12_000867.1	106449962	scaffold_12-1	387721124	135046201	inverted	stratum 2	strata3	strata2	chr12	106449962	106454822	+	402.75	unbiased	0.0484789904726678	scaffold_12-1	387721124	387728768	+	0	male-biased	0	leaves	Female	402.75	0.0484789904726678		
_scaffold_1_001919	_scaffold_1_001919.1	_chr12_000867	_chr12_000867.1	106449962	scaffold_12-1	387721124	135046201	inverted	stratum 2	strata3	strata2	chr12	106449962	106454822	+	277.02425	unbiased	0.0375303738006465	scaffold_12-1	387721124	387728768	+	140.47575	male-biased	0.166342176324398	leaves	Male	417.5	0.203872550125045	0.507088278372742	4.43220142724858
_scaffold_1_001941	_scaffold_1_001941.1	_chr12_000371	_chr12_000371.1	11080054	scaffold_12-1	392328557	11080054	non_inv	stratum 2	strata2	strata2	chr12	11080054	11080746	+	0.75	unbiased	0.0413315305126518	scaffold_12-1	392328557	392329394	+	0	unbiased	0	flowers	Female	0.75	0.0413315305126518		
_scaffold_1_001941	_scaffold_1_001941.1	_chr12_000371	_chr12_000371.1	11080054	scaffold_12-1	392328557	11080054	non_inv	stratum 2	strata2	strata2	chr12	11080054	11080746	+	0.25	unbiased	0.0381334612384301	scaffold_12-1	392328557	392329394	+	0	unbiased	0.0478434114367192	flowers	Male	0.25	0.0859768726751493	0	1.25463070707318
_scaffold_1_001941	_scaffold_1_001941.1	_chr12_000371	_chr12_000371.1	11080054	scaffold_12-1	392328557	11080054	non_inv	stratum 2	strata2	strata2	chr12	11080054	11080746	+	2	unbiased	0.0120523466969583	scaffold_12-1	392328557	392329394	+	0	unbiased	0	leaves	Female	2	0.0120523466969583		
_scaffold_1_001941	_scaffold_1_001941.1	_chr12_000371	_chr12_000371.1	11080054	scaffold_12-1	392328557	11080054	non_inv	stratum 2	strata2	strata2	chr12	11080054	11080746	+	4.25	unbiased	0.0187651869003233	scaffold_12-1	392328557	392329394	+	3	unbiased	0.0839399830255311	leaves	Male	7.25	0.102705169925854	0.705882352941177	4.47317596522766
_scaffold_1_001957	_scaffold_1_001957.1	_chr12_000128	_chr12_000128.1	3868562	scaffold_12-1	394139891	3868562	non_inv	stratum 1	strata1	strata1	chr12	3868562	3870768	+	12410.25	female-biased	0.01653969704006	scaffold_12-1	394139891	394142251	+	0	male-biased	0	flowers	Female	12410.25	0.01653969704006		
_scaffold_1_001957	_scaffold_1_001957.1	_chr12_000128	_chr12_000128.1	3868562	scaffold_12-1	394139891	3868562	non_inv	stratum 1	strata1	strata1	chr12	3868562	3870768	+	3325.795	female-biased	0.0418152956504482	scaffold_12-1	394139891	394142251	+	2772.955	male-biased	0.0278768637669655	flowers	Male	6098.75	0.0696921594174137	0.833772075548854	0.666666666666668
_scaffold_1_001957	_scaffold_1_001957.1	_chr12_000128	_chr12_000128.1	3868562	scaffold_12-1	394139891	3868562	non_inv	stratum 1	strata1	strata1	chr12	3868562	3870768	+	3275.75	female-biased	0.0393526176536308	scaffold_12-1	394139891	394142251	+	0	male-biased	0	leaves	Female	3275.75	0.0393526176536308		
_scaffold_1_001957	_scaffold_1_001957.1	_chr12_000128	_chr12_000128.1	3868562	scaffold_12-1	394139891	3868562	non_inv	stratum 1	strata1	strata1	chr12	3868562	3870768	+	1132.0255	female-biased	0.0187651869003233	scaffold_12-1	394139891	394142251	+	1602.475	male-biased	0.0631991804330281	leaves	Male	2734.5005	0.0819643673333514	1.41558206948518	3.36789506913673
_scaffold_1_001971	_scaffold_1_001971.1	_chr12_004746	_chr12_004746.1	12956935	scaffold_12-1	395412776	12956935	non_inv	stratum 2	strata2	strata2	chr12	12956935	12960774	-	1452	female-biased	0.0681914601960111	scaffold_12-1	395412776	395416615	+	0	male-biased	0	flowers	Female	1452	0.0681914601960111		
_scaffold_1_001971	_scaffold_1_001971.1	_chr12_004746	_chr12_004746.1	12956935	scaffold_12-1	395412776	12956935	non_inv	stratum 2	strata2	strata2	chr12	12956935	12960774	-	436.23675	female-biased	0.15718965928547	scaffold_12-1	395412776	395416615	+	308.01325	male-biased	0.030305846864524	flowers	Male	744.25	0.187495506149994	0.706069009545849	0.192797967768897
_scaffold_1_001971	_scaffold_1_001971.1	_chr12_004746	_chr12_004746.1	12956935	scaffold_12-1	395412776	12956935	non_inv	stratum 2	strata2	strata2	chr12	12956935	12960774	-	490.5	female-biased	0.18372738533301	scaffold_12-1	395412776	395416615	+	0	male-biased	0	leaves	Female	490.5	0.18372738533301		
_scaffold_1_001971	_scaffold_1_001971.1	_chr12_004746	_chr12_004746.1	12956935	scaffold_12-1	395412776	12956935	non_inv	stratum 2	strata2	strata2	chr12	12956935	12960774	-	183.6245	female-biased	0.0882078095203692	scaffold_12-1	395412776	395416615	+	162.6255	male-biased	0.0676928275579971	leaves	Male	346.25	0.155900637078366	0.88564162189686	0.767424425638472
_scaffold_1_001982	_scaffold_1_001982.1	_chr12_004315	_chr12_004315.1	110891768	scaffold_12-1	396927247	122444861	inverted	stratum 2	strata3	strata2	chr12	110891768	110895530	-	948	female-biased	0.0472344240786882	scaffold_12-1	396927247	396934956	+	0	male-biased	0	flowers	Female	948	0.0472344240786882		
_scaffold_1_001982	_scaffold_1_001982.1	_chr12_004315	_chr12_004315.1	110891768	scaffold_12-1	396927247	122444861	inverted	stratum 2	strata3	strata2	chr12	110891768	110895530	-	268.436	female-biased	0.0345275682795918	scaffold_12-1	396927247	396934956	+	139.814075	male-biased	0.0265804591897316	flowers	Male	408.250075	0.0611080274693234	0.52084696165939	0.769832933917982
_scaffold_1_001982	_scaffold_1_001982.1	_chr12_004315	_chr12_004315.1	110891768	scaffold_12-1	396927247	122444861	inverted	stratum 2	strata3	strata2	chr12	110891768	110895530	-	253.5	unbiased	0.085696953098736	scaffold_12-1	396927247	396934956	+	0	male-biased	0	leaves	Female	253.5	0.085696953098736		
_scaffold_1_001982	_scaffold_1_001982.1	_chr12_004315	_chr12_004315.1	110891768	scaffold_12-1	396927247	122444861	inverted	stratum 2	strata3	strata2	chr12	110891768	110895530	-	136.58035	unbiased	0.0684549429739877	scaffold_12-1	396927247	396934956	+	212.16975	male-biased	0.0390698686406057	leaves	Male	348.7501	0.107524811614593	1.55344271705264	0.570738458659617
_scaffold_1_001995	_scaffold_1_001995.1	_chr12_003584	_chr12_003584.1	301513819	scaffold_12-1	398345225	301513819	non_inv	stratum 3	strata3	strata3	chr12	301513819	301520497	-	863.75	unbiased	0.0756011842312571	scaffold_12-1	398345225	398358904	+	0	male-biased	0	flowers	Female	863.75	0.0756011842312571		
_scaffold_1_001995	_scaffold_1_001995.1	_chr12_003584	_chr12_003584.1	301513819	scaffold_12-1	398345225	301513819	non_inv	stratum 3	strata3	strata3	chr12	301513819	301520497	-	543.36075	unbiased	0.117377127634295	scaffold_12-1	398345225	398358904	+	40.139425	male-biased	0.0578838927273597	flowers	Male	583.500175	0.175261020361655	0.0738725147151317	0.493144566526667
_scaffold_1_001995	_scaffold_1_001995.1	_chr12_003584	_chr12_003584.1	301513819	scaffold_12-1	398345225	301513819	non_inv	stratum 3	strata3	strata3	chr12	301513819	301520497	-	238.75	unbiased	0.120021291876904	scaffold_12-1	398345225	398358904	+	0	male-biased	0	leaves	Female	238.75	0.120021291876904		
_scaffold_1_001995	_scaffold_1_001995.1	_chr12_003584	_chr12_003584.1	301513819	scaffold_12-1	398345225	301513819	non_inv	stratum 3	strata3	strata3	chr12	301513819	301520497	-	122.842975	unbiased	0.317957381009688	scaffold_12-1	398345225	398358904	+	7.1569925	male-biased	0.122750957763934	leaves	Male	129.9999675	0.440708338773622	0.0582613087968604	0.386061041810487
_scaffold_1_002004	_scaffold_1_002004.1	_chr12_004487	_chr12_004487.1	66380315	scaffold_12-1	398707600	160386141	inverted	stratum 2	strata3	strata2	chr12	66380315	66383046	-	1359	female-biased	0.215349947170496	scaffold_12-1	398707600	398708860	+	0	male-biased	0	flowers	Female	1359	0.215349947170496		
_scaffold_1_002004	_scaffold_1_002004.1	_chr12_004487	_chr12_004487.1	66380315	scaffold_12-1	398707600	160386141	inverted	stratum 2	strata3	strata2	chr12	66380315	66383046	-	158.25	female-biased	0.0830240518708997	scaffold_12-1	398707600	398708860	+	96	male-biased	0.105592898582904	flowers	Male	254.25	0.188616950453804	0.606635071090047	1.2718350430198
_scaffold_1_002004	_scaffold_1_002004.1	_chr12_004487	_chr12_004487.1	66380315	scaffold_12-1	398707600	160386141	inverted	stratum 2	strata3	strata2	chr12	66380315	66383046	-	176	female-biased	0.316995059020134	scaffold_12-1	398707600	398708860	+	0	male-biased	0	leaves	Female	176	0.316995059020134		
_scaffold_1_002004	_scaffold_1_002004.1	_chr12_004487	_chr12_004487.1	66380315	scaffold_12-1	398707600	160386141	inverted	stratum 2	strata3	strata2	chr12	66380315	66383046	-	24.75	female-biased	0.0890109204876149	scaffold_12-1	398707600	398708860	+	50.75	male-biased	0.0442394263031197	leaves	Male	75.5	0.133250346790735	2.05050505050505	0.497011221328458
_scaffold_1_002012	_scaffold_1_002012.1	_chr12_001625	_chr12_001625.1	301786838	scaffold_12-1	399796902	301786838	non_inv	stratum 3	strata3	strata3	chr12	301786838	301793529	+	245	unbiased	0.0239255501636597	scaffold_12-1	399796902	399809488	+	0	male-biased	0	flowers	Female	245	0.0239255501636597		
_scaffold_1_002012	_scaffold_1_002012.1	_chr12_001625	_chr12_001625.1	301786838	scaffold_12-1	399796902	301786838	non_inv	stratum 3	strata3	strata3	chr12	301786838	301793529	+	105.1681	unbiased	0.0168455399232084	scaffold_12-1	399796902	399809488	+	90.832025	male-biased	0.11484330980021	flowers	Male	196.000125	0.131688849723418	0.863684187505527	6.81743122059201
_scaffold_1_002012	_scaffold_1_002012.1	_chr12_001625	_chr12_001625.1	301786838	scaffold_12-1	399796902	301786838	non_inv	stratum 3	strata3	strata3	chr12	301786838	301793529	+	52.75	unbiased	0.0327432097626554	scaffold_12-1	399796902	399809488	+	0	male-biased	0	leaves	Female	52.75	0.0327432097626554		
_scaffold_1_002012	_scaffold_1_002012.1	_chr12_001625	_chr12_001625.1	301786838	scaffold_12-1	399796902	301786838	non_inv	stratum 3	strata3	strata3	chr12	301786838	301793529	+	47.915025	unbiased	0.0315995902165141	scaffold_12-1	399796902	399809488	+	106.584975	male-biased	0.229529934727094	leaves	Male	154.5	0.261129524943608	2.22445829883215	7.26369972377492
_scaffold_1_002020	_scaffold_1_002020.1	_chr12_001406	_chr12_001406.1	258065221	scaffold_12-1	401776541	258065221	non_inv	stratum 2	strata3	strata2	chr12	258065221	258068892	+	1423.5	unbiased	0.12614602381716	scaffold_12-1	401776541	401780024	+	0	male-biased	0	flowers	Female	1423.5	0.12614602381716		
_scaffold_1_002020	_scaffold_1_002020.1	_chr12_001406	_chr12_001406.1	258065221	scaffold_12-1	401776541	258065221	non_inv	stratum 2	strata3	strata2	chr12	258065221	258068892	+	499.6225	unbiased	0.106570176600327	scaffold_12-1	401776541	401780024	+	445.8775	male-biased	0.06911185704999	flowers	Male	945.5	0.175682033650317	0.892428783731717	0.64851029860992
_scaffold_1_002020	_scaffold_1_002020.1	_chr12_001406	_chr12_001406.1	258065221	scaffold_12-1	401776541	258065221	non_inv	stratum 2	strata3	strata2	chr12	258065221	258068892	+	487.75	female-biased	0.244934996650232	scaffold_12-1	401776541	401780024	+	0	male-biased	0	leaves	Female	487.75	0.244934996650232		
_scaffold_1_002020	_scaffold_1_002020.1	_chr12_001406	_chr12_001406.1	258065221	scaffold_12-1	401776541	258065221	non_inv	stratum 2	strata3	strata2	chr12	258065221	258068892	+	229.4055	female-biased	0.199586551468496	scaffold_12-1	401776541	401780024	+	157.8445	male-biased	0.0935834135717021	leaves	Male	387.25	0.293169965040198	0.688058917506337	0.468886369763616
_scaffold_1_002045	_scaffold_1_002045.1	_chr12_005064	_chr12_005064.1	1275164	scaffold_12-1	408412835	1275164	non_inv	stratum 1	strata1	strata1	chr12	1275164	1282857	-	3108.75	female-biased	0.0594287501867906	scaffold_12-1	408412835	408423205	+	0	male-biased	0	flowers	Female	3108.75	0.0594287501867906		
_scaffold_1_002045	_scaffold_1_002045.1	_chr12_005064	_chr12_005064.1	1275164	scaffold_12-1	408412835	1275164	non_inv	stratum 1	strata1	strata1	chr12	1275164	1282857	-	888.9905	female-biased	0.0687669589192356	scaffold_12-1	408412835	408423205	+	58.50845	male-biased	0.0531375927621601	flowers	Male	947.49895	0.121904551681396	0.0658144828319313	0.772719829367013
_scaffold_1_002045	_scaffold_1_002045.1	_chr12_005064	_chr12_005064.1	1275164	scaffold_12-1	408412835	1275164	non_inv	stratum 1	strata1	strata1	chr12	1275164	1282857	-	1200	female-biased	0.0849139086055368	scaffold_12-1	408412835	408423205	+	0	male-biased	0	leaves	Female	1200	0.0849139086055368		
_scaffold_1_002045	_scaffold_1_002045.1	_chr12_005064	_chr12_005064.1	1275164	scaffold_12-1	408412835	1275164	non_inv	stratum 1	strata1	strata1	chr12	1275164	1282857	-	401.78775	female-biased	0.0615016899977832	scaffold_12-1	408412835	408423205	+	35.4623	male-biased	0.0772726893721492	leaves	Male	437.25005	0.138774379369932	0.088261277253973	1.2564319675595
_scaffold_1_002100	_scaffold_1_002100.1	_chr12_004600	_chr12_004600.1	22748639	scaffold_12-1	405630203	22748639	non_inv	stratum 2	strata2	strata2	chr12	22748639	22753087	-	936.5	female-biased	0.191132750256134	scaffold_12-1	405630203	405633635	-	0	unbiased	0	flowers	Female	936.5	0.191132750256134		
_scaffold_1_002100	_scaffold_1_002100.1	_chr12_004600	_chr12_004600.1	22748639	scaffold_12-1	405630203	22748639	non_inv	stratum 2	strata2	strata2	chr12	22748639	22753087	-	220.915	female-biased	0.145394144408228	scaffold_12-1	405630203	405633635	-	2.08485	unbiased	0.16578618286939	flowers	Male	222.99985	0.311180327277618	0.00943734015345269	1.14025350569763
