chr	x	count
chrY	9.6e+07	2
chrY	9.7e+07	4
chrY	9.8e+07	6
chrY	9.9e+07	2
chrY	1e+08	4
chrY	1.01e+08	10
chrY	1.02e+08	3
chrY	1.03e+08	1
chrY	1.04e+08	6
chrY	1.05e+08	5
chrY	1.06e+08	2
chrY	1.07e+08	5
chrY	1.08e+08	3
chrY	1.09e+08	1
chrY	1.1e+08	1
chrY	1.11e+08	1
chrY	1.12e+08	3
chrY	1.13e+08	5
chrY	1.14e+08	4
chrY	1.15e+08	5
chrY	1.16e+08	1
chrY	1.17e+08	3
chrY	1.18e+08	2
chrY	1.19e+08	0
chrY	1.2e+08	3
chrY	1.21e+08	6
chrY	1.22e+08	1
chrY	1.23e+08	9
chrY	1.24e+08	2
chrY	1.25e+08	3
chrY	1.26e+08	5
chrY	1.27e+08	4
chrY	1.28e+08	7
chrY	1.29e+08	14
chrY	1.3e+08	3
chrY	1.31e+08	8
chrY	1.32e+08	3
chrY	1.33e+08	5
chrY	1.34e+08	5
chrY	1.35e+08	9
chrY	1.36e+08	4
chrY	1.37e+08	5
chrY	1.38e+08	16
chrY	1.39e+08	17
chrY	1.4e+08	5
chrY	1.41e+08	13
chrY	1.42e+08	4
chrY	1.43e+08	9
chrY	1.44e+08	1
chrY	1.45e+08	8
chrY	1.46e+08	8
chrY	1.47e+08	0
chrY	1.48e+08	5
chrY	1.49e+08	0
chrY	1.5e+08	1
chrY	1.51e+08	17
chrY	1.52e+08	1
chrY	1.53e+08	3
chrY	1.54e+08	4
chrY	1.55e+08	3
chrY	1.56e+08	1
chrY	1.57e+08	7
chrY	1.58e+08	10
chrY	1.59e+08	3
chrY	1.6e+08	0
chrY	1.61e+08	6
chrY	1.62e+08	1
chrY	1.63e+08	2
chrY	1.64e+08	7
chrY	1.65e+08	6
chrY	1.66e+08	7
chrY	1.67e+08	4
chrY	1.68e+08	11
chrY	1.69e+08	8
chrY	1.7e+08	10
chrY	1.71e+08	2
chrY	1.72e+08	13
chrY	1.73e+08	6
chrY	1.74e+08	6
chrY	1.75e+08	4
chrY	1.76e+08	10
chrY	1.77e+08	2
chrY	1.78e+08	9
chrY	1.79e+08	8
chrY	1.8e+08	9
chrY	1.81e+08	0
chrY	1.82e+08	7
chrY	1.83e+08	1
chrY	1.84e+08	2
chrY	1.85e+08	9
chrY	1.86e+08	2
chrY	1.87e+08	2
chrY	1.88e+08	3
chrY	1.89e+08	3
chrY	1.9e+08	7
chrY	1.91e+08	3
chrY	1.92e+08	3
chrY	1.93e+08	5
chrY	1.94e+08	8
chrY	1.95e+08	3
chrY	1.96e+08	10
chrY	1.97e+08	0
chrY	1.98e+08	2
chrY	1.99e+08	9
chrY	2e+08	2
chrY	2.01e+08	7
chrY	2.02e+08	4
chrY	2.03e+08	14
chrY	2.04e+08	3
chrY	2.05e+08	2
chrY	2.06e+08	8
chrY	2.07e+08	10
chrY	2.08e+08	9
chrY	2.09e+08	0
chrY	2.1e+08	6
chrY	2.11e+08	3
chrY	2.12e+08	7
chrY	2.13e+08	3
chrY	2.14e+08	5
chrY	2.15e+08	5
chrY	2.16e+08	2
chrY	2.17e+08	2
chrY	2.18e+08	6
chrY	2.19e+08	2
chrY	2.2e+08	1
chrY	2.21e+08	3
chrY	2.22e+08	2
chrY	2.23e+08	2
chrY	2.24e+08	5
chrY	2.25e+08	5
chrY	2.26e+08	1
chrY	2.27e+08	2
chrY	2.28e+08	7
chrY	2.29e+08	2
chrY	2.3e+08	7
chrY	2.31e+08	12
chrY	2.32e+08	2
chrY	2.33e+08	3
chrY	2.34e+08	7
chrY	2.35e+08	4
chrY	2.36e+08	8
chrY	2.37e+08	3
chrY	2.38e+08	1
chrY	2.39e+08	2
chrY	2.4e+08	0
chrY	2.41e+08	5
chrY	2.42e+08	5
chrY	2.43e+08	7
chrY	2.44e+08	0
chrY	2.45e+08	2
chrY	2.46e+08	9
chrY	2.47e+08	7
chrY	2.48e+08	3
chrY	2.49e+08	3
chrY	2.5e+08	5
chrY	2.51e+08	3
chrY	2.52e+08	5
chrY	2.53e+08	6
chrY	2.54e+08	3
chrY	2.55e+08	2
chrY	2.56e+08	2
chrY	2.57e+08	10
chrY	2.58e+08	3
chrY	2.59e+08	2
chrY	2.6e+08	3
chrY	2.61e+08	8
chrY	2.62e+08	4
chrY	2.63e+08	0
chrY	2.64e+08	2
chrY	2.65e+08	9
chrY	2.66e+08	4
chrY	2.67e+08	2
chrY	2.68e+08	1
chrY	2.69e+08	3
chrY	2.7e+08	3
chrY	2.71e+08	5
chrY	2.72e+08	5
chrY	2.73e+08	4
chrY	2.74e+08	3
chrY	2.75e+08	2
chrY	2.76e+08	4
chrY	2.77e+08	9
chrY	2.78e+08	3
chrY	2.79e+08	12
chrY	2.8e+08	1
chrY	2.81e+08	9
chrY	2.82e+08	8
chrY	2.83e+08	3
chrY	2.84e+08	9
chrY	2.85e+08	1
chrY	2.86e+08	6
chrY	2.87e+08	3
chrY	2.88e+08	5
chrY	2.89e+08	1
chrY	2.9e+08	11
chrY	2.91e+08	2
chrY	2.92e+08	1
chrY	2.93e+08	2
chrY	2.94e+08	3
chrY	2.95e+08	8
chrY	2.96e+08	10
chrY	2.97e+08	0
chrY	2.98e+08	2
chrY	2.99e+08	6
chrY	3e+08	7
chrY	3.01e+08	4
chrY	3.02e+08	4
chrY	3.03e+08	6
chrY	3.04e+08	12
chrY	3.05e+08	5
chrY	3.06e+08	2
chrY	3.07e+08	3
chrY	3.08e+08	1
chrY	3.09e+08	3
chrY	3.1e+08	17
chrY	3.11e+08	18
chrY	3.12e+08	24
chrY	3.13e+08	20
chrY	3.14e+08	21
chrY	3.15e+08	8
chrY	3.16e+08	4
chrY	3.17e+08	6
chrY	3.18e+08	2
chrY	3.19e+08	3
chrY	3.2e+08	0
chrY	3.21e+08	5
chrY	3.22e+08	1
chrY	3.23e+08	1
chrY	3.24e+08	1
chrY	3.25e+08	7
chrY	3.26e+08	8
chrY	3.27e+08	1
chrY	3.28e+08	3
chrY	3.29e+08	1
chrY	3.3e+08	6
chrY	3.31e+08	5
chrY	3.32e+08	1
chrY	3.33e+08	1
chrY	3.34e+08	0
chrY	3.35e+08	1
chrY	3.36e+08	9
chrY	3.37e+08	2
chrY	3.38e+08	3
chrY	3.39e+08	0
chrY	3.4e+08	6
chrY	3.41e+08	0
chrY	3.42e+08	7
chrY	3.43e+08	4
chrY	3.44e+08	6
chrY	3.45e+08	3
chrY	3.46e+08	3
chrY	3.47e+08	3
chrY	3.48e+08	7
chrY	3.49e+08	9
chrY	3.5e+08	6
chrY	3.51e+08	10
chrY	3.52e+08	1
chrY	3.53e+08	6
chrY	3.54e+08	12
chrY	3.55e+08	2
chrY	3.56e+08	4
chrY	3.57e+08	1
chrY	3.58e+08	1
chrY	3.59e+08	3
chrY	3.6e+08	2
chrY	3.61e+08	2
chrY	3.62e+08	7
chrY	3.63e+08	4
chrY	3.64e+08	8
chrY	3.65e+08	6
chrY	3.66e+08	6
chrY	3.67e+08	6
chrY	3.68e+08	5
chrY	3.69e+08	3
chrY	3.7e+08	3
chrY	3.71e+08	1
chrY	3.72e+08	1
chrY	3.73e+08	6
chrY	3.74e+08	3
chrY	3.75e+08	7
chrY	3.76e+08	11
chrY	3.77e+08	4
chrY	3.78e+08	9
chrY	3.79e+08	3
chrY	3.8e+08	2
chrY	3.81e+08	3
chrY	3.82e+08	3
chrY	3.83e+08	2
chrY	3.84e+08	6
chrY	3.85e+08	5
chrY	3.86e+08	4
chrY	3.87e+08	4
chrY	3.88e+08	7
chrY	3.89e+08	8
chrY	3.9e+08	10
chrY	3.91e+08	8
chrY	3.92e+08	5
chrY	3.93e+08	4
chrY	3.94e+08	9
chrY	3.95e+08	7
chrY	3.96e+08	2
chrY	3.97e+08	4
chrY	3.98e+08	2
chrY	3.99e+08	13
chrY	4e+08	4
chrY	4.01e+08	2
chrY	4.02e+08	3
chrY	4.03e+08	6
chrY	4.04e+08	2
chrY	4.05e+08	7
chrY	4.06e+08	11
chrY	4.07e+08	1
chrY	4.08e+08	3
chrY	4.09e+08	6
chrY	4.1e+08	6
chrY	4.11e+08	0
chrY	4.12e+08	2
chrY	4.13e+08	4
chrY	4.14e+08	6
chrY	4.15e+08	0
chrY	4.16e+08	1
chrY	4.17e+08	6
chrY	4.18e+08	3
chrY	4.19e+08	2
chrY	4.2e+08	3
chrY	4.21e+08	18
chrY	4.22e+08	1
chrY	4.23e+08	2
chrY	4.24e+08	4
chrY	4.25e+08	0
chrY	4.26e+08	1
chrY	4.27e+08	11
chrY	4.28e+08	2
chrY	4.29e+08	5
chrY	4.3e+08	11
chrY	4.31e+08	16
chrY	4.32e+08	5
chrY	4.33e+08	7
chrY	4.34e+08	2
chrY	4.35e+08	8
chrY	4.36e+08	9
chrY	4.37e+08	3
chrY	4.38e+08	5
chrY	4.39e+08	8
chrY	4.4e+08	5
chrY	4.41e+08	2
chrY	4.42e+08	1
chrY	4.43e+08	7
chrY	4.44e+08	6
chrY	4.45e+08	2
chrY	4.46e+08	7
chrY	4.47e+08	2
chrY	4.48e+08	7
chrY	4.49e+08	0
chrY	4.5e+08	1
chrY	4.51e+08	3
chrY	4.52e+08	2
chrY	4.53e+08	3
chrY	4.54e+08	4
chrY	4.55e+08	5
chrY	4.56e+08	4
chrY	4.57e+08	15
chrY	4.58e+08	7
chrY	4.59e+08	6
chrY	4.6e+08	9
chrY	4.61e+08	8
chrY	4.62e+08	9
chrY	4.63e+08	9
chrY	4.64e+08	4
chrY	4.65e+08	3
chrY	4.66e+08	0
chrY	4.67e+08	0
chrY	4.68e+08	4
chrY	4.69e+08	3
chrY	4.7e+08	1
chrY	4.71e+08	3
chrY	4.72e+08	2
chrY	4.73e+08	2
chrY	4.74e+08	3
chrY	4.75e+08	6
chrY	4.76e+08	4
chrY	4.77e+08	3
chrY	4.78e+08	0
chrY	4.79e+08	2
chrY	4.8e+08	0
chrY	4.81e+08	1
chrY	4.82e+08	4
chrY	4.83e+08	1
chrY	4.84e+08	0
chrY	4.85e+08	3
chrY	4.86e+08	0
chrY	4.87e+08	3
chrY	4.88e+08	6
chrY	4.89e+08	6
chrY	4.9e+08	2
chrY	4.91e+08	3
chrY	4.92e+08	3
chrY	4.93e+08	3
chrY	4.94e+08	1
chrY	4.95e+08	12
chrY	4.96e+08	3
chrY	4.97e+08	1
